,Acetivibrio,Acetoanaerobium,Acidaminococcus,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alicyclobacillus,Alistipes,Alloprevotella,Amycolatopsis,Anaerobium,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfococcus,Desulfovibrio,Dialister,Dietzia,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Escherichia,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Intestinibacter,Johnsonella,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Legionella,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Moorella,Mycobacterium,Mycoplasma,Naegleria,Neisseria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parvimonas,Pediococcus,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhizoctonia,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Sediminicola,Shuttleworthia,Sinorhizobium,Slackia,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Tribonema,Turicibacter,Tyzzerella,Variovorax,Veillonella,Vibrio
Paraprevotella,1.0,1.0,1.0,1.0,0.9487541188934235,1.0,0.9687390488277455,0.9487541188934235,1.0,1.0,1.0,0.9512626735886882,1.0,0.9555726438566042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9684001025128426,1.0,0.9543852496787955,0.9819824439001774,1.0,0.985927413755195,0.9990026858738746,1.0,1.0,0.983007657620059,0.9487541188934235,1.0,0.9487541188934235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9700750139438762,0.9506868454187335,1.0,1.0,0.9933577132413821,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9768144664474718,1.0,1.0,1.0,0.9967623487629834,1.0,0.9894463440073257,1.0,1.0,0.9919399310410133,0.9487541188934235,1.0,0.9487541188934235,0.9735807722274071,0.9701649090339204,1.0,0.9756177084201274,0.99783814048051,1.0,0.9476519128663715,1.0,0.991999029879215,1.0,1.0,1.0,1.0,0.9487541188934235,0.9361866574629012,0.9953744243271475,0.969569007636993,1.0,0.9487541188934235,1.0,1.0,1.0,1.0,0.9867622349969348,0.9487541188934235,0.9476519128663715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9487541188934235,1.0,1.0,1.0,1.0,1.0,1.0,0.9811924708300078,1.0,1.0,0.9990026858738746,1.0,1.0,0.9924303245765285,1.0,1.0,1.0,0.9894463440073257,0.9937636597714147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvimonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999954755256876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999720966408662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pediococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998669976436944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995091602226546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997674097251159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990801764618462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoanaerobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994396236429215,1.0,1.0,1.0,0.9998781997787387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994301329743425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985874906491143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997410329206729,1.0,0.9993194294781945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959627548334473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoclostridium,1.0,1.0,1.0,1.0,0.9398229468625063,1.0,0.9687390488277455,0.0,1.0,1.0,1.0,0.9678613486776101,1.0,0.959625960342806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975831352627561,1.0,0.9668839387627145,0.9819824439001774,1.0,0.9956055290319867,1.0,1.0,1.0,0.9840370823515402,0.9409858564046194,1.0,0.5860033181788801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773832333938918,0.954985457470802,1.0,1.0,0.9970439665124149,0.9736423988471288,1.0,1.0,1.0,1.0,1.0,0.9799038980838789,1.0,1.0,1.0,0.9999702342584996,1.0,1.0,1.0,1.0,0.9919399310410133,0.0,1.0,0.0,0.9793650195399951,0.9772935113606327,1.0,0.9766621404025063,1.0,1.0,0.8678795899588488,1.0,0.991999029879215,1.0,1.0,1.0,1.0,0.11005742618254855,0.854863026408741,0.9953744243271475,0.9704413483999464,1.0,0.7629575007118503,1.0,1.0,1.0,1.0,0.9911862220272216,0.4839675121637742,0.796678277747647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3220681908562578,1.0,1.0,1.0,1.0,1.0,1.0,0.9834043021917124,1.0,1.0,1.0,1.0,1.0,0.9946460285886528,1.0,1.0,1.0,1.0,1.0,0.9487541188934235,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoniphilus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992180790045345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968727507604234,1.0,0.9998178498936237,1.0,1.0,0.9999554164521625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999961432855349,0.999080810290643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998773414701165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999607254908918,0.9972224250999807,1.0,0.9938529696801883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958884866802681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9686639484734482,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptostreptococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961268030465824,1.0,0.9941712749129842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966591003186152,1.0,1.0,0.9992471992049772,1.0,0.9991956498379985,1.0,1.0,1.0,0.9990192016687754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9911108192309553,0.9920882116002008,1.0,1.0,0.9997291176550838,1.0,1.0,1.0,1.0,1.0,1.0,0.9972143705866661,1.0,1.0,1.0,0.9979407706557406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970473987495608,0.9958053738505205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998033618739138,1.0,0.9855314511423167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913417914230611,1.0,1.0,1.0,1.0,1.0,0.9994751643158186,1.0,1.0,1.0,1.0,0.9961905073926228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phascolarctobacterium,0.9999528854580869,1.0,1.0,1.0,0.9585880536758318,1.0,0.9687059408405272,0.9784197904005477,1.0,1.0,1.0,0.8963136203944987,0.9998000326352244,0.9059743671009353,1.0,1.0,0.968245060598618,1.0,1.0,0.9983032599595539,0.9990978069124482,1.0,1.0,0.9949586676967233,0.9979972523489984,1.0,0.9018307871081243,0.9956877420278089,0.9425412105443148,0.9108040853175863,1.0,0.9528721913627921,0.9995458030515735,1.0,1.0,0.966721088893892,0.9777566994782296,0.9955331006385383,0.9781486757737865,1.0,1.0,0.992730195079966,1.0,0.9748226425233787,1.0,0.9997283467263814,0.9936386733045819,1.0,0.9998604732372546,1.0,0.9057867436651659,0.9136104371336843,0.9911746524735724,1.0,0.9428460529213902,0.9766342493398831,1.0,0.9992368177918902,1.0,0.9995629110755554,0.9995970591664026,0.8859364100768843,0.99551733026605,1.0,1.0,0.9316879521613393,1.0,1.0,0.9906007314077503,1.0,0.9919399310410133,0.9784197904005477,0.9878338610360814,0.9784197904005477,0.9438750518972449,0.8998138674357439,1.0,0.9724642926946105,0.9825600126001628,1.0,0.9771614995883013,1.0,0.990930098289002,1.0,1.0,1.0,1.0,0.9776028062788581,0.9543185147404186,0.9881705029893707,0.966484795457258,0.9998132277582386,0.9784197904005477,1.0,0.999876294843116,1.0,1.0,0.9648745633332367,0.9784197904005477,0.9761589207667927,1.0,1.0,0.9999392282775554,1.0,1.0,1.0,0.968245060598618,1.0,1.0,1.0,1.0,1.0,0.9703237794583929,0.9784197904005477,0.9557155360559618,1.0,1.0,1.0,1.0,0.9997431188878552,0.9123176035524544,0.9998614392747116,1.0,0.9941790600558909,1.0,0.9993408320361392,0.9632711015642927,0.999249219555473,1.0,0.9979972523489984,1.0,0.9518347366491902,0.9751647848126861,1.0,1.0,1.0,1.0,0.9784197904005477,1.0,0.9973764836411726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planktothrix,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959239577517651,1.0,0.9901447649157298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954576970785572,1.0,0.999523531360453,0.9553615169998663,1.0,0.9999113872628416,1.0,1.0,1.0,0.9997651776609489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993789763211759,0.9981329600875178,0.9787696097497731,1.0,0.9983002237850291,1.0,1.0,1.0,1.0,1.0,0.0,0.9994678731613953,1.0,1.0,1.0,0.998916488175512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996498578769345,0.9982060746126855,1.0,1.0,0.9994328680520798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873967402672756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990905143018155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986549171850846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995970591664026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurocapsa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989080708113611,1.0,1.0,1.0,1.0,1.0,0.930456996279482,1.0,1.0,1.0,1.0,1.0,1.0,0.9955553961454359,1.0,1.0,0.9933568443652289,1.0,0.9999738441937778,1.0,1.0,1.0,0.9952215011930056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7416921356033717,1.0,1.0,1.0,1.0,1.0,1.0,0.9952442121197227,0.9975529269026951,1.0,1.0,0.9844124450205184,1.0,1.0,1.0,0.0,1.0,1.0,0.9885266911510922,1.0,1.0,1.0,0.9925495961357601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970170765612519,0.9920970382812436,1.0,0.9854649857685338,0.9921202962000936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961250884503735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976041504758125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993799502054891,1.0,1.0,1.0,1.0,1.0,0.9802963823141472,1.0,1.0,1.0,1.0,0.9948987665896745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polaromonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999570135187206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9815370206059655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997574493103229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982045595021148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyromonas,1.0,1.0,1.0,1.0,0.8494773763348098,1.0,0.9916756652118278,0.9916756652118278,1.0,1.0,1.0,0.907900961340338,1.0,0.9725623479362449,1.0,1.0,1.0,1.0,1.0,0.9984376285818652,0.9971717656283715,1.0,1.0,1.0,1.0,1.0,0.9627469253765885,1.0,0.9754386441245909,0.9800278631732613,1.0,0.9764534095245756,0.9914269326330363,1.0,1.0,0.9808211622982462,0.9916756652118278,1.0,0.9916756652118278,1.0,1.0,1.0,1.0,0.993312035429565,1.0,1.0,1.0,1.0,1.0,1.0,0.9604534760127011,0.9024671394861379,0.9906873672686022,1.0,0.964784645654744,0.9916756652118278,1.0,1.0,1.0,1.0,1.0,0.987593827547523,1.0,1.0,1.0,0.9802339597685366,1.0,1.0,1.0,1.0,0.9919399310410133,0.9916756652118278,0.99233723754887,0.9916756652118278,0.9738600896480222,0.9630169878006309,1.0,0.9608282926104035,1.0,1.0,0.817049283621215,1.0,0.991999029879215,1.0,1.0,1.0,1.0,0.9916756652118278,0.9389639817490475,0.9953744243271475,0.9423596024535877,1.0,0.9916756652118278,1.0,1.0,1.0,1.0,0.987393658464672,0.9916756652118278,0.9882547720657945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9916756652118278,1.0,1.0,1.0,1.0,1.0,1.0,0.9764657138503909,1.0,1.0,0.9914269326330363,1.0,1.0,0.9811197917442641,0.8400411684351862,1.0,1.0,1.0,0.9630960351449465,0.9906616696057517,1.0,1.0,1.0,1.0,0.9916756652118278,1.0,1.0,0.9879758083732046,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,0.9998943215053409,1.0,1.0,1.0,0.9182227054979296,1.0,0.9670512571502794,0.6445281662991524,1.0,0.9987067841435908,1.0,0.875877841074212,0.9998631374741981,0.8375309766924235,0.9990355417680382,0.9987067841435908,0.9998486898505989,1.0,0.9996212509206883,0.9914124081419564,0.9958712196358057,0.9997072066086792,1.0,0.9992367564074367,1.0,0.9997338559043214,0.8118177538352912,0.9807054434516654,0.9271395994374965,0.9554698304650525,1.0,0.9460582564815486,0.9937323104294598,0.9998043844840176,1.0,0.9594008814079957,0.9401883687645135,1.0,0.6442735845499561,1.0,1.0,0.9974837701826236,1.0,0.9834120120456274,1.0,0.9999301584045428,0.9983665908306122,0.999488789673864,0.9994180760392778,1.0,0.8900335966243418,0.8600067206823225,0.9942900215596099,1.0,0.936292979254175,0.97243790944172,0.9995569406943928,0.9982560310038748,0.9973407017571004,0.9998920893047578,0.9989068400487121,0.9419294362832199,0.9902630140654122,0.9986078754020854,0.9998436195464373,0.932318792793886,1.0,0.9978855135732794,0.9980080995667838,1.0,0.9919399310410133,0.6445281662991524,0.988317690237349,0.6445281662991524,0.9198184361421958,0.8811576186183092,0.9997969137202015,0.9400008771684133,0.9876812545766475,1.0,0.8426924046613968,0.9998414289622313,0.991008686016685,1.0,1.0,1.0,0.9996861068524867,0.6335710814000979,0.8090383796421077,0.9925518260332392,0.935110207803674,0.9998820688901836,0.7629575007118504,0.9999941661117804,1.0,1.0,1.0,0.9598076075785477,0.6445281662991527,0.7905295143859532,1.0,0.9970717168375779,1.0,0.9998136581681963,1.0,1.0,0.9989994669064802,1.0,1.0,1.0,1.0,0.9996861068524867,0.9993069942550136,0.6444030600204365,0.9984689902446393,0.9994495538626856,1.0,0.9990355417680382,0.9987067841435908,0.993359880819572,0.8909480746763405,0.9975270833331051,1.0,0.9925326753523802,1.0,0.9999935338642547,0.9652510146199784,0.9871558092145946,1.0,1.0,0.9989715334515229,0.9264803935054048,0.9416553256746757,1.0,1.0,1.0,1.0,0.6445281662991524,0.9990355417680382,0.9987115082802369,0.9473497886039012,0.9989068400487121,0.9973407017571004,0.9999605692728389,0.9639508103096177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteiniphilum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999588487989681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999339836100085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999524198629732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999195432029024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providencia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999259841175684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983988955159221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995974571809274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999235143864474,0.9947967049694098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994322392726451,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
