,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alistipes,Allofrancisella,Alloiococcus,Alloprevotella,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Phytoplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Coriobacterium,Corynebacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacillus,Gordonibacter,Granulicatella,Granulicella,Haematobacter,Halomonas,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Intestinibacter,Johnsonella,Klebsiella,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Mageeibacillus,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Nitrosopumilus,Odoribacter,Oenococcus,Olsenella,Oribacterium,Oryctes,Oryza,Oscillibacter,Ostreococcus,Paludibacter,Parabacteroides,Paraclostridium,Paraprevotella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Pseudarthrobacter,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Selenomonas,Shuttleworthia,Slackia,Smithella,Solobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermoanaerobacterium,Thermovenabulum,Treponema,Tumebacillus,Tyzzerella,Variovorax,Veillonella,Vibrio,Virgibacillus
Nitrosopumilus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9972396455871437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9684794812993619,0.9512500603852755,1.0,1.0,1.0,1.0,1.0,1.0,0.9959401787262591,1.0,1.0,1.0,1.0,0.8783260123678529,1.0,0.9923477052965801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940333628890519,0.9853665446077817,1.0,1.0,1.0,1.0,1.0,0.9945929876094437,0.999798614394416,1.0,1.0,0.9846064536019599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994417598873934,1.0,1.0,1.0,1.0,1.0,1.0,0.974039664340134,0.9899909699877841,0.9916366404004812,1.0,0.9993845848401524,0.8531636236760995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9611604672119294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoribacter,1.0,1.0,1.0,1.0,0.998381808315421,0.9768990400124791,1.0,1.0,0.9847926004590454,1.0,0.9908539534351488,1.0,0.9749195379090739,0.9074374040410782,1.0,1.0,0.9987740540012875,1.0,0.9986374924887809,0.9847926004590454,1.0,1.0,0.9740086225273625,0.9693544216989769,1.0,1.0,1.0,1.0,1.0,0.9968486311882951,0.8775438803853908,0.8847299731789077,0.9770664581352373,0.9768881725041768,1.0,0.9603777698973963,1.0,0.9232271859005116,1.0,1.0,0.9847926004590454,1.0,1.0,1.0,0.9905617098351565,1.0,0.9500837732281832,0.9908539534351488,1.0,0.9986374924887809,1.0,1.0,0.9989168636428823,0.9067569821146608,0.9498486408098482,0.9954312254521523,1.0,0.9236433496425168,0.9991449865824702,1.0,1.0,0.9834611312129038,1.0,1.0,0.9509280924056768,1.0,0.9830550790294499,1.0,0.9191352583946946,1.0,1.0,0.9984313108382475,1.0,1.0,0.9847926004590454,0.9865424847569655,0.9064130031209382,0.9254996888438117,0.9968486311882951,0.9921894159240774,0.9844511729266753,1.0,0.9809055962646506,0.9968486311882951,0.9905617098351565,0.9989168636428823,1.0,0.9983141866586488,1.0,1.0,0.9989168636428823,0.9847926004590454,0.9824381218363156,0.9838325937800264,0.9712518569256466,0.9733794525002286,1.0,1.0,1.0,0.9443359632153597,0.9847926004590454,0.9560119198860161,1.0,1.0,0.9989021377915557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9847926004590454,0.9831900412245967,0.9847926004590454,0.9831900412245967,1.0,0.9908539534351488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999936104402057,1.0,1.0,1.0,1.0,0.9999899416942016,1.0,0.9995413235165365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948178357743487,1.0,1.0,1.0,0.9999290037336427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999740053148451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999887880407942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olsenella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976513769538323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9971714750035098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993693013068238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842995927800232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oribacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983059638295503,0.9997411668869677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989466606491334,1.0,1.0,1.0,1.0,1.0,1.0,0.9942719611174605,1.0,0.9995389958819282,1.0,1.0,0.998599296798901,1.0,0.9926736597795807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997413091410495,1.0,1.0,1.0,1.0,1.0,1.0,0.996811508664942,0.9860522749370876,1.0,1.0,0.9996059268673776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914951171953111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991142808540691,0.99550795492443,1.0,0.9987370594720821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99771561071149,1.0,1.0,1.0,1.0,1.0,1.0,0.9996900276379722,1.0,0.9926736597795807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926736597795807,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryctes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996282130382154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999844391489447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9409611909615498,1.0,1.0,1.0,1.0,1.0,1.0,0.9999788358568225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999580301357716,1.0,0.9996617784233249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910942533487094,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryza,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999279416437947,1.0,1.0,1.0,1.0,0.99998602298658,1.0,0.9981321780412183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984697448698621,0.9998831673513476,1.0,1.0,0.9967150768219876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970779243004698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997387617778204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995861361555832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter,1.0,1.0,1.0,1.0,0.9988799537048797,0.9752753482935195,0.9785337670216322,0.9966030502731579,0.9957918057627878,1.0,0.9590402873051109,0.9928718809384078,0.980315289616599,0.9625135148323085,1.0,1.0,0.999918030323251,1.0,0.9879733408592621,0.9958951021794047,0.9975912151915639,1.0,0.9053100777335163,0.9051197349496448,1.0,0.9997880368533106,1.0,1.0,0.9972411857942637,1.0,0.9279538945396659,0.9983015376227308,0.9827393903216235,0.9407496403112239,0.9995664540194553,0.9146318324338063,1.0,0.8069689684047124,0.9936912537442328,0.9998849541131046,0.9951622037644872,1.0,1.0,1.0,0.9634020082297018,1.0,0.9436063269873743,0.9853665446077817,1.0,0.9879733408592621,1.0,0.9998356558758915,1.0,0.8815113225852175,0.9193617031974173,0.9986980106829578,1.0,0.8849465511342638,0.9969344406732733,0.9983627353074925,1.0,0.9635036849721984,1.0,1.0,0.9887438237289815,1.0,0.9958951021794047,1.0,0.924549725960965,1.0,1.0,0.9971916551810057,1.0,1.0,0.9958951021794047,0.970241430648484,0.9128547241262874,0.8588214688174594,1.0,0.9598614397060697,0.9492224196901626,1.0,0.9955346319086799,1.0,0.9634020082297018,1.0,1.0,1.0,0.9995150050892679,0.9995664540194553,1.0,0.9827521733217559,0.9768588808236519,0.9949559880274529,0.9932530445655732,0.959093031441543,1.0,1.0,1.0,0.8646611917174767,0.9958951021794047,0.9830007737038351,1.0,0.9871400133877581,1.0,0.9957726540964995,0.9992730838536721,1.0,0.9992204483030163,1.0,1.0,1.0,0.9958951021794047,0.9934816696188755,0.9958951021794047,0.9934816696188755,1.0,0.9590402873051109,0.929109574257447,1.0,1.0,0.9984330208824592,0.9957726540964995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus,1.0,1.0,1.0,1.0,1.0,0.8391580921714921,1.0,1.0,1.0,1.0,1.0,1.0,0.9985206440597159,0.9945545030266326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9882943002173015,1.0,0.9955439019940994,1.0,1.0,0.9994882739050139,1.0,0.9949703156191535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999398923438081,1.0,1.0,1.0,1.0,1.0,1.0,0.991512986341195,0.7303303608922952,1.0,1.0,0.9966326839133228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999928751003677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9944693124670101,0.9825973614657696,1.0,0.9995010814416238,1.0,1.0,0.9391958077194397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9867456021773481,1.0,1.0,1.0,1.0,0.9974329245085177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962287914259951,1.0,1.0,1.0,1.0,1.0,0.9996424715184982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paludibacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960330484757501,0.9973365435892274,1.0,1.0,1.0,0.9965572954197255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999171475326024,0.9983075685977914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978209088111065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968922007141263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987871279717706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides,1.0,1.0,0.9999678029273947,1.0,0.9998943777749022,0.9964141123470062,1.0,0.9992096882780626,1.0,1.0,0.9998027176064882,1.0,0.9901564824706164,0.9715417390201946,1.0,0.9999328232702299,0.9967808955583616,1.0,0.9990993716312409,1.0,1.0,0.9996798994711126,0.9937937098259113,0.9919127646204935,1.0,0.9999248533156567,1.0,1.0,1.0,0.9971521942746967,0.9260811951747624,0.977564173654892,0.9899252726107446,0.9939038808432015,1.0,0.9887656237504328,1.0,0.9878256880204271,0.9999816715412612,1.0,1.0,1.0,0.9981100705752551,1.0,0.9998479532197617,1.0,0.9689213404555643,0.9998027176064882,0.9998551391041275,0.9990993716312409,0.9996913488228603,1.0,0.9994407543245929,0.9739878178288072,0.981820238851589,0.998701510628189,1.0,0.9661105504756818,1.0,1.0,0.9996913488228603,0.9968099570304347,1.0,1.0,0.986743557657082,1.0,1.0,0.9999653187600184,0.941167495545106,1.0,1.0,0.9996897399535838,1.0,1.0,1.0,0.9112744927326484,0.991235030498732,0.9754425304802524,0.9971521942746967,0.9928652077060851,0.9959029817982419,1.0,0.9999328232702299,0.9971521942746967,0.9998479532197617,0.9994407543245929,1.0,1.0,0.9999132000846557,1.0,0.9994407543245929,1.0,0.9929614539231256,0.9987419319578313,0.9990482188041097,0.9968099570304347,1.0,1.0,0.999891949038165,0.9807111257193081,0.9999035920978856,0.9995449738935742,1.0,1.0,0.9842132815511299,1.0,1.0,1.0,0.9998802154479084,1.0,1.0,0.9999328232702299,1.0,0.9997506353297314,1.0,0.9997506353297314,0.9998613016336851,0.9998027176064882,0.9807695032499731,0.9999308312037244,1.0,0.9998010926820324,1.0,1.0,0.9886982379181739,1.0,0.999824647004849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93701989819528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973326501506861,1.0,1.0,1.0,0.9997535014442149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999735868547576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997728550339863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraprevotella,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9664675077466743,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9659802686018131,1.0,0.9754646407445436,0.979016330612089,1.0,0.9889434627758253,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,0.982183219900687,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9735745369117864,0.9773901474744544,1.0,1.0,0.9656806479000043,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720484,1.0,0.978873463762217,1.0,1.0,1.0,1.0,1.0,0.47689610220869416,1.0,0.9714835090320693,0.9793218172648838,1.0,0.9995305898733393,0.9968922007141263,1.0,0.8930993000874891,1.0,0.982183219900687,1.0,1.0,1.0,1.0,1.0,1.0,0.47689610220869405,0.9815390958063575,0.9845518192917061,0.9828233461152263,0.9902452800993427,1.0,1.0,1.0,0.9920773420393583,0.47689610220869416,0.8950418340231686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47689610220869416,1.0,0.6706515885837372,1.0,1.0,1.0,0.9750636674372283,1.0,1.0,1.0,1.0,1.0,0.9779304358754867,1.0,0.9922506484326973,0.9991591635705974,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvimonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999954179792838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoanaerobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991366939168909,0.9980609154302134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998490570184435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoclostridium,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9696165576082676,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9748347603581323,1.0,0.9932118048705336,0.9972348656815057,1.0,0.9933471594697274,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9953627926501547,0.9968103795028848,1.0,1.0,0.9752849941044599,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720485,1.0,0.9998960233683001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9896735054980756,0.9978230863294631,1.0,0.9997341355418138,1.0,1.0,0.8930993000874891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05209804089317949,0.9815390958063575,0.9845518192917061,0.9828233461152263,0.9902452800993427,1.0,1.0,1.0,0.99988755667431,0.21541921268897712,0.8950418340231686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6706515885837372,1.0,1.0,1.0,0.9847926004590454,1.0,1.0,1.0,1.0,1.0,0.9958951021794047,1.0,1.0,1.0,1.0,0.47689610220869416,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoniphilus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7904695677634228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977965811557367,1.0,0.993939142559097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996510798240895,0.9995409024347912,1.0,1.0,0.9905524525379956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995173189704176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978119622732796,0.9990861544877848,1.0,0.9989999495093058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9473560470601172,1.0,1.0,1.0,1.0,1.0,1.0,0.9999238579447708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967808955583616,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
