,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidimicrobium,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Afipia,Akkermansia,Alistipes,Alkaliphilus,Alloprevotella,Amycolatopsis,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Anaerovibrio,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Adiutrix,Candidatus Izimaplasma,Candidatus Solibacter,Capnocytophaga,Catabacter,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dietzia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Ethanoligenens,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Hyphomicrobium,Intestinibacter,Johnsonella,Kandleria,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxalobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parasutterella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Proteus,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pseudoxanthomonas,Pyramidobacter,Rhizobium,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseivirga,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Schistocephalus,Sediminicola,Shuttleworthia,Simiduia,Sinorhizobium,Slackia,Smithella,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stigmatella,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Terrisporobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Turicibacter,Tyzzerella,Varibaculum,Variovorax,Veillonella,Vibrio,Waddlia,Weeksella
Ruminococcus,0.9997559225684044,0.9999516059411587,0.9966288893064011,0.9996236644614978,1.0,0.9986700022580082,0.9332900841749853,1.0,0.9490900896276856,0.9757051442850064,0.9784787880043868,0.8797888660340318,0.8533293800643796,1.0,0.9997337177233745,0.9784787880043868,0.9983736928034853,0.9916112189818027,0.9673738431096301,1.0,1.0,0.9668114662979144,0.9759844041594927,0.9901175337848935,1.0,1.0,0.9999477375388609,0.9976202348600034,1.0,0.9998123326076963,0.8113573402724844,0.9920898343990022,0.7957203471661659,0.8911982298513463,0.9999311645780111,0.864496121451104,0.9999512436068008,1.0,0.9955464757307779,0.9085536372755528,0.9662506952685382,1.0,0.9556029403849254,0.9916112189818027,1.0,0.9995419389457183,0.999971175916263,0.9935409030081164,0.9297169214602693,1.0,0.9999317556653045,0.9914811258397853,0.9972375929082126,0.9968067434897563,0.7608339819441596,0.7530953484517251,0.9858367247959536,1.0,0.8102322656485452,0.9666958063478492,0.9991290056040192,0.998307987509055,0.9935008594124648,1.0,1.0,0.9689757168630106,1.0,0.9961150217857708,0.998307987509055,0.8907751169083217,0.9999209405044178,0.9997873569069443,0.9891315077173723,1.0,0.9767818519793525,0.9767818519793525,0.9990445142824379,0.9982319080772677,0.8950659314816076,0.716325810843959,0.9935621208933875,0.9654463385689503,0.9220601594512481,1.0,0.9736410308487099,0.9935621208933875,1.0,0.9734383431433198,0.9997905952638751,0.9998096837755241,0.9947196312458644,0.998771774522822,0.9968067434897563,0.9682865346981032,0.9829602341924666,0.9797625154556787,0.9848349607195567,0.9998692196821181,0.9996225339259093,0.9765626093105456,0.9999215408397193,1.0,1.0,1.0,0.9995876370093812,0.8782669394120552,0.9767818519793525,0.9703224800082084,0.9767818519793525,1.0,1.0,1.0,1.0,0.9759742593836733,1.0,0.9955362114987896,0.9935409030081164,0.997847101958701,1.0,0.998771774522822,0.9767818519793525,0.9935409030081164,0.9767196329050027,0.9908164445120422,0.9998692997351462,0.9997337177233745,0.9784787880043868,0.9995856468752602,0.8682407235412464,0.9989716262597567,0.9999825071395115,0.9872257179133607,0.9999654403293382,0.9996236644614978,0.8747237296252537,0.9736410308487099,1.0,0.9991570106018535,0.9997873569069443,0.935671585705073,0.9724375236704345,0.999373233101948,1.0,1.0,0.9999311645780111,0.9767818519793525,0.999117014876188,0.9985351321597419,0.9161086252424666,0.9997289655736855,0.9982341763631911,0.9935008594124648,0.9941199906851701,0.9675088362717214,0.8798524181601769,1.0,1.0,1.0,1.0,0.9916112189818027,0.9955268694677829,0.9966764893422715,0.9983679953916947,1.0,0.9947891859390309,0.9989716262597567,0.9515928978735484,0.8803191889163534,0.9935008594124648,0.9998987984035286,1.0,0.9147559495734104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruthenibacterium,1.0,1.0,1.0,1.0,1.0,1.0,0.9892420512881267,1.0,1.0,1.0,0.7632742216134168,0.9815046742681622,0.9941533163756165,1.0,1.0,0.7632742216134168,1.0,1.0,1.0,1.0,1.0,0.912939845212575,0.998599087878022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9932810067484485,1.0,0.9911899530837467,1.0,1.0,0.9069575795424112,1.0,1.0,1.0,0.985900570117368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9805181091615792,1.0,1.0,1.0,1.0,1.0,0.9837539550997503,0.9888183359236998,1.0,1.0,0.9784651418205585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902768990332277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9608956011082196,0.968671932719115,1.0,0.999640242014904,0.9264571502172653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873208418164056,1.0,0.9967326189395277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9363352897823308,0.9744859932336305,1.0,1.0,1.0,1.0,1.0,1.0,0.9326510423007279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7632742216134168,1.0,0.9887695424458968,1.0,1.0,1.0,1.0,1.0,0.9467866769303397,1.0,1.0,1.0,1.0,0.9975068394648994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954008097387717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703862302116791,1.0,1.0,1.0,0.9597484175070279,0.973129077557674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanguibacteroides,1.0,1.0,1.0,1.0,1.0,1.0,0.8615042283182685,1.0,0.9128473171714132,0.6952902636807905,1.0,0.8535940110678488,0.9333509500723025,1.0,1.0,1.0,1.0,1.0,0.799096347270035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9931592577551646,1.0,1.0,0.9570658387138828,0.9932262068278104,0.9505202234921981,0.9302321871968267,1.0,0.9849428153901694,0.998492983993001,1.0,1.0,0.9592126335765314,0.9982605569232101,1.0,0.6787972531955399,1.0,1.0,1.0,1.0,1.0,0.9644293162415881,1.0,1.0,1.0,1.0,1.0,0.9540558794077992,0.908799133122514,1.0,1.0,0.9774735093437951,0.9213911733008352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97104727762851,1.0,1.0,1.0,1.0,0.6769027161016834,0.6769027161016834,1.0,1.0,0.8779540226520135,0.9491710462418977,1.0,0.9649446838059075,1.0,1.0,0.9143497022996667,1.0,1.0,0.9655080949979202,1.0,1.0,1.0,1.0,1.0,0.6769027161016834,0.9937990311211125,0.9898616806976052,0.997362842536414,1.0,1.0,0.6769027161016834,1.0,1.0,1.0,1.0,1.0,0.9757197785526881,0.6769027161016834,0.6742632691606569,0.6769027161016834,1.0,0.9932262068278104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6769027161016834,1.0,0.6769027161016834,1.0,1.0,1.0,1.0,1.0,0.9260302724053484,1.0,1.0,0.998492983993001,1.0,1.0,0.9830489897838244,0.799096347270035,1.0,1.0,1.0,0.9875589894508553,0.8521524110692658,1.0,1.0,1.0,1.0,0.6769027161016834,1.0,1.0,0.9535072533060278,1.0,1.0,1.0,1.0,0.7964520835328729,0.7708492587959634,1.0,1.0,1.0,1.0,1.0,1.0,0.9322701955544939,1.0,1.0,1.0,1.0,0.978783170032444,0.9849702110237648,1.0,1.0,1.0,0.999472972429703,0.9435804540368674,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schistocephalus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994626525360654,1.0,1.0,0.9980793013430496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998890132892783,0.9975597785534709,1.0,1.0,0.998767075228884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987463996266444,0.9976970558498317,1.0,1.0,0.9979833040499188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946856870149396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993683295881253,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sediminicola,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996795012275241,1.0,1.0,0.9896247543973428,0.9987426430164247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987317362354488,1.0,0.9991451280134325,0.9933780607346621,1.0,0.9990861322418669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997512153679974,0.9972599383596542,1.0,1.0,0.9988073489401091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995385799791789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999291045338174,0.9964082983943978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9892005568416035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988417623522389,1.0,1.0,1.0,1.0,1.0,0.9964482944367926,1.0,1.0,1.0,1.0,0.9970653498909521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975955472100236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993910917286108,1.0,1.0,1.0,1.0,0.9995146388844667,1.0,0.9898501221766718,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuttleworthia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984785158509332,1.0,0.9947710614665887,0.9970743158136306,1.0,0.9776184071254111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9915631180443978,0.9992720377928592,1.0,1.0,0.9957665966680216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994314144363841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948742107707029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997358302556774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988769839349102,1.0,1.0,1.0,1.0,1.0,0.9999554448949132,1.0,1.0,1.0,1.0,0.9996997393076272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998767051214713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995793983851591,1.0,1.0,1.0,1.0,0.9961674672309085,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simiduia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816944234085943,0.9940259897229693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966595678669498,1.0,0.983199928843448,0.9730369071871722,1.0,0.9924340190468598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970680010982088,0.9836860661718776,1.0,1.0,0.9986023025546432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974276247692226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957432493865863,0.994546499640882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996448040532439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.38219045848897104,1.0,1.0,1.0,1.0,0.9834291129631367,1.0,1.0,1.0,1.0,1.0,0.9924748449139702,1.0,1.0,1.0,1.0,0.999322820522476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998050579403206,1.0,1.0,1.0,1.0,1.0,0.9997351444179263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995443067665798,1.0,1.0,1.0,0.9999039024761743,0.9935409030081164,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinorhizobium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996989994753984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990268872477138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slackia,1.0,1.0,1.0,1.0,1.0,1.0,0.9941081193383442,1.0,0.9831518397730146,1.0,0.9988461267280156,0.9891178728222488,0.9844556830219454,1.0,1.0,0.9988461267280156,1.0,0.9961551699090577,0.9987249814473197,1.0,1.0,0.9969125268603056,0.9988461267280156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9857575598646342,1.0,0.9784052148061765,0.9893267979792871,1.0,0.9856254182902604,1.0,1.0,1.0,0.9892038319006277,1.0,0.9961248763228134,1.0,0.9961551699090577,1.0,1.0,1.0,1.0,0.9962783245989258,1.0,1.0,0.9961551699090577,1.0,1.0,0.9819648593641898,0.9684650654727582,1.0,1.0,0.9852934176405882,1.0,1.0,1.0,1.0,1.0,1.0,0.9945657701341751,1.0,0.9980708589734933,1.0,0.9885299508655242,1.0,1.0,0.9938390890189536,1.0,1.0,1.0,1.0,1.0,0.9947781892193422,0.9800588818719199,1.0,0.9932640191554202,0.9988461267280156,1.0,0.9987249814473197,1.0,0.9992465497419587,1.0,1.0,1.0,1.0,1.0,1.0,0.9989824561993645,0.9980708589734933,0.9988461267280156,0.9986527267551683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873394874529766,1.0,0.9994341168889054,1.0,1.0,1.0,1.0,1.0,0.9988461267280156,1.0,1.0,1.0,0.9992937851390612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988461267280156,1.0,0.9876558683400036,1.0,1.0,0.9961551699090577,1.0,1.0,0.9841204487066791,0.9987249814473197,1.0,1.0,1.0,0.9914977786607286,0.9996709406714738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922834548381728,1.0,1.0,1.0,1.0,0.9983950823319419,0.9879957191223163,1.0,1.0,1.0,1.0,0.9961551699090577,0.9980926023169431,1.0,1.0,1.0,1.0,1.0,0.9983950823319419,0.993245220122835,1.0,1.0,1.0,0.997762286289921,0.9871977280054055,0.9988461267280156,0.9987249814473197,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962369224355011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968535535590877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solobacterium,1.0,1.0,1.0,1.0,1.0,0.8828944376358845,0.8923543165085532,1.0,1.0,1.0,1.0,0.9208122830696253,0.9889546806738243,1.0,1.0,1.0,1.0,1.0,0.8346789014527438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894649631395361,1.0,0.979191137708927,0.9997166331258195,1.0,0.9989547281946562,1.0,1.0,1.0,0.9977471921842983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9819023916251868,1.0,1.0,1.0,1.0,1.0,0.9925300651100543,0.9690528568846335,1.0,1.0,0.9892557212677107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976938940851353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9593509014464299,0.9851683524524238,1.0,0.9963174574018169,1.0,1.0,0.9143497022996668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9920211807971877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984949748721369,1.0,1.0,1.0,1.0,1.0,0.9992110315833019,0.8346789014527438,1.0,1.0,1.0,0.9999273510029101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838592574635496,1.0,1.0,1.0,1.0,0.8334484360957571,0.9833213394125748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978783170032444,1.0,1.0,1.0,1.0,1.0,0.9719028337289422,1.0,0.8346789014527438,1.0,1.0,1.0,1.0,1.0,0.9987249814473197,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporolactobacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999056878167959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997251088669007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994823705187404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999395228568521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus,1.0,1.0,1.0,1.0,1.0,1.0,0.9749227018142784,1.0,0.9205638057382454,0.6952902636807905,1.0,0.9829042672214049,0.9747937841452013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9807906258865141,1.0,0.9821049122050416,0.9822328965616215,1.0,0.996279521506157,1.0,1.0,1.0,0.9632616635551174,0.9982605569232101,1.0,0.6787972531955399,1.0,1.0,1.0,1.0,1.0,0.9847012596475583,1.0,1.0,1.0,1.0,1.0,0.9838657109442576,0.9529952840497383,1.0,1.0,0.992152068144775,0.9213911733008352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998316532184599,1.0,1.0,1.0,1.0,0.024002778456670093,0.024002778456670093,1.0,1.0,0.9938049041099696,0.9809996112727917,1.0,0.9954950625751615,1.0,1.0,1.0,1.0,1.0,0.9655080949979202,1.0,1.0,1.0,1.0,1.0,0.10815694410127163,0.9953201959399464,0.9898616806976052,0.997362842536414,1.0,1.0,0.5343995171997586,1.0,1.0,1.0,1.0,1.0,0.996572158331021,0.10366360427075849,0.30273773189590547,0.41955826836570875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024002778456670093,1.0,0.16537084792733148,1.0,1.0,1.0,1.0,1.0,0.9575206880972608,1.0,1.0,1.0,1.0,1.0,0.9912701674267579,1.0,1.0,1.0,1.0,1.0,0.8521524110692658,1.0,1.0,1.0,1.0,0.024002778456670093,0.9938893000530511,1.0,0.9818306159260198,1.0,1.0,1.0,1.0,1.0,0.8068672396800883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897461425516495,1.0,1.0,1.0,1.0,0.9767818519793525,1.0,0.6769027161016834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
