,k,pk
0,1.0,0.5164319248826291
1,1.0,0.5164319248826291
2,1.0,0.5164319248826291
3,1.0,0.5164319248826291
4,1.0,0.5164319248826291
5,1.0,0.5164319248826291
6,1.0,0.5164319248826291
7,1.0,0.5164319248826291
8,1.0,0.5164319248826291
9,1.0,0.5164319248826291
10,1.0,0.5164319248826291
11,1.0,0.5164319248826291
12,1.0,0.5164319248826291
13,1.0,0.5164319248826291
14,1.0,0.5164319248826291
15,1.0,0.5164319248826291
16,1.0,0.5164319248826291
17,1.0,0.5164319248826291
18,1.0,0.5164319248826291
19,1.0,0.5164319248826291
20,1.0,0.5164319248826291
21,1.0,0.5164319248826291
22,1.0,0.5164319248826291
23,1.0,0.5164319248826291
24,1.0,0.5164319248826291
25,1.0,0.5164319248826291
26,1.0,0.5164319248826291
27,1.0,0.5164319248826291
28,1.0,0.5164319248826291
29,1.0,0.5164319248826291
30,1.0,0.5164319248826291
31,1.0,0.5164319248826291
32,1.0,0.5164319248826291
33,1.0,0.5164319248826291
34,1.0,0.5164319248826291
35,1.0,0.5164319248826291
36,1.0,0.5164319248826291
37,1.0,0.5164319248826291
38,1.0,0.5164319248826291
39,1.0,0.5164319248826291
40,1.0,0.5164319248826291
41,1.0,0.5164319248826291
42,1.0,0.5164319248826291
43,1.0,0.5164319248826291
44,1.0,0.5164319248826291
45,1.0,0.5164319248826291
46,1.0,0.5164319248826291
47,1.0,0.5164319248826291
48,1.0,0.5164319248826291
49,1.0,0.5164319248826291
50,1.0,0.5164319248826291
51,1.0,0.5164319248826291
52,1.0,0.5164319248826291
53,1.0,0.5164319248826291
54,1.0,0.5164319248826291
55,1.0,0.5164319248826291
56,1.0,0.5164319248826291
57,1.0,0.5164319248826291
58,1.0,0.5164319248826291
59,1.0,0.5164319248826291
60,1.0,0.5164319248826291
61,1.0,0.5164319248826291
62,1.0,0.5164319248826291
63,1.0,0.5164319248826291
64,1.0,0.5164319248826291
65,1.0,0.5164319248826291
66,1.0,0.5164319248826291
67,1.0,0.5164319248826291
68,1.0,0.5164319248826291
69,1.0,0.5164319248826291
70,1.0,0.5164319248826291
71,1.0,0.5164319248826291
72,1.0,0.5164319248826291
73,1.0,0.5164319248826291
74,1.0,0.5164319248826291
75,1.0,0.5164319248826291
76,1.0,0.5164319248826291
77,1.0,0.5164319248826291
78,1.0,0.5164319248826291
79,1.0,0.5164319248826291
80,1.0,0.5164319248826291
81,1.0,0.5164319248826291
82,1.0,0.5164319248826291
83,1.0,0.5164319248826291
84,1.0,0.5164319248826291
85,1.0,0.5164319248826291
86,1.0,0.5164319248826291
87,1.0,0.5164319248826291
88,1.0,0.5164319248826291
89,1.0,0.5164319248826291
90,1.0,0.5164319248826291
91,1.0,0.5164319248826291
92,1.0,0.5164319248826291
93,1.0,0.5164319248826291
94,1.0,0.5164319248826291
95,1.0,0.5164319248826291
96,1.0,0.5164319248826291
97,1.0,0.5164319248826291
98,1.0,0.5164319248826291
99,1.0,0.5164319248826291
100,1.0,0.5164319248826291
101,1.0,0.5164319248826291
102,1.0,0.5164319248826291
103,1.0,0.5164319248826291
104,1.0,0.5164319248826291
105,1.0,0.5164319248826291
106,1.0,0.5164319248826291
107,1.0,0.5164319248826291
108,1.0,0.5164319248826291
109,1.0,0.5164319248826291
110,2.0,0.13615023474178403
111,2.0,0.13615023474178403
112,2.0,0.13615023474178403
113,2.0,0.13615023474178403
114,2.0,0.13615023474178403
115,2.0,0.13615023474178403
116,2.0,0.13615023474178403
117,2.0,0.13615023474178403
118,2.0,0.13615023474178403
119,2.0,0.13615023474178403
120,2.0,0.13615023474178403
121,2.0,0.13615023474178403
122,2.0,0.13615023474178403
123,2.0,0.13615023474178403
124,2.0,0.13615023474178403
125,2.0,0.13615023474178403
126,2.0,0.13615023474178403
127,2.0,0.13615023474178403
128,2.0,0.13615023474178403
129,2.0,0.13615023474178403
130,2.0,0.13615023474178403
131,2.0,0.13615023474178403
132,2.0,0.13615023474178403
133,2.0,0.13615023474178403
134,2.0,0.13615023474178403
135,2.0,0.13615023474178403
136,2.0,0.13615023474178403
137,2.0,0.13615023474178403
138,2.0,0.13615023474178403
139,3.0,0.051643192488262914
140,3.0,0.051643192488262914
141,3.0,0.051643192488262914
142,3.0,0.051643192488262914
143,3.0,0.051643192488262914
144,3.0,0.051643192488262914
145,3.0,0.051643192488262914
146,3.0,0.051643192488262914
147,3.0,0.051643192488262914
148,3.0,0.051643192488262914
149,3.0,0.051643192488262914
150,4.0,0.03286384976525822
151,4.0,0.03286384976525822
152,4.0,0.03286384976525822
153,4.0,0.03286384976525822
154,4.0,0.03286384976525822
155,4.0,0.03286384976525822
156,4.0,0.03286384976525822
157,7.0,0.018779342723004695
158,7.0,0.018779342723004695
159,7.0,0.018779342723004695
160,7.0,0.018779342723004695
161,6.0,0.014084507042253521
162,6.0,0.014084507042253521
