,k,pk
0,1.0,0.4293785310734463
1,1.0,0.4293785310734463
2,1.0,0.4293785310734463
3,1.0,0.4293785310734463
4,1.0,0.4293785310734463
5,1.0,0.4293785310734463
6,1.0,0.4293785310734463
7,1.0,0.4293785310734463
8,1.0,0.4293785310734463
9,1.0,0.4293785310734463
10,1.0,0.4293785310734463
11,1.0,0.4293785310734463
12,1.0,0.4293785310734463
13,1.0,0.4293785310734463
14,1.0,0.4293785310734463
15,1.0,0.4293785310734463
16,1.0,0.4293785310734463
17,1.0,0.4293785310734463
18,1.0,0.4293785310734463
19,1.0,0.4293785310734463
20,1.0,0.4293785310734463
21,1.0,0.4293785310734463
22,1.0,0.4293785310734463
23,1.0,0.4293785310734463
24,1.0,0.4293785310734463
25,1.0,0.4293785310734463
26,1.0,0.4293785310734463
27,1.0,0.4293785310734463
28,1.0,0.4293785310734463
29,1.0,0.4293785310734463
30,1.0,0.4293785310734463
31,1.0,0.4293785310734463
32,1.0,0.4293785310734463
33,1.0,0.4293785310734463
34,1.0,0.4293785310734463
35,1.0,0.4293785310734463
36,1.0,0.4293785310734463
37,1.0,0.4293785310734463
38,1.0,0.4293785310734463
39,1.0,0.4293785310734463
40,1.0,0.4293785310734463
41,1.0,0.4293785310734463
42,1.0,0.4293785310734463
43,1.0,0.4293785310734463
44,1.0,0.4293785310734463
45,1.0,0.4293785310734463
46,1.0,0.4293785310734463
47,1.0,0.4293785310734463
48,1.0,0.4293785310734463
49,1.0,0.4293785310734463
50,1.0,0.4293785310734463
51,1.0,0.4293785310734463
52,1.0,0.4293785310734463
53,1.0,0.4293785310734463
54,1.0,0.4293785310734463
55,1.0,0.4293785310734463
56,1.0,0.4293785310734463
57,1.0,0.4293785310734463
58,1.0,0.4293785310734463
59,1.0,0.4293785310734463
60,1.0,0.4293785310734463
61,1.0,0.4293785310734463
62,1.0,0.4293785310734463
63,1.0,0.4293785310734463
64,1.0,0.4293785310734463
65,1.0,0.4293785310734463
66,1.0,0.4293785310734463
67,1.0,0.4293785310734463
68,1.0,0.4293785310734463
69,1.0,0.4293785310734463
70,1.0,0.4293785310734463
71,1.0,0.4293785310734463
72,1.0,0.4293785310734463
73,1.0,0.4293785310734463
74,1.0,0.4293785310734463
75,1.0,0.4293785310734463
76,1.0,0.4293785310734463
77,1.0,0.4293785310734463
78,1.0,0.4293785310734463
79,1.0,0.4293785310734463
80,1.0,0.4293785310734463
81,1.0,0.4293785310734463
82,1.0,0.4293785310734463
83,1.0,0.4293785310734463
84,1.0,0.4293785310734463
85,1.0,0.4293785310734463
86,1.0,0.4293785310734463
87,1.0,0.4293785310734463
88,1.0,0.4293785310734463
89,1.0,0.4293785310734463
90,1.0,0.4293785310734463
91,1.0,0.4293785310734463
92,1.0,0.4293785310734463
93,1.0,0.4293785310734463
94,1.0,0.4293785310734463
95,1.0,0.4293785310734463
96,1.0,0.4293785310734463
97,1.0,0.4293785310734463
98,1.0,0.4293785310734463
99,1.0,0.4293785310734463
100,1.0,0.4293785310734463
101,1.0,0.4293785310734463
102,1.0,0.4293785310734463
103,1.0,0.4293785310734463
104,1.0,0.4293785310734463
105,1.0,0.4293785310734463
106,1.0,0.4293785310734463
107,1.0,0.4293785310734463
108,1.0,0.4293785310734463
109,1.0,0.4293785310734463
110,1.0,0.4293785310734463
111,1.0,0.4293785310734463
112,1.0,0.4293785310734463
113,1.0,0.4293785310734463
114,1.0,0.4293785310734463
115,1.0,0.4293785310734463
116,1.0,0.4293785310734463
117,1.0,0.4293785310734463
118,1.0,0.4293785310734463
119,1.0,0.4293785310734463
120,1.0,0.4293785310734463
121,1.0,0.4293785310734463
122,1.0,0.4293785310734463
123,1.0,0.4293785310734463
124,1.0,0.4293785310734463
125,1.0,0.4293785310734463
126,1.0,0.4293785310734463
127,1.0,0.4293785310734463
128,1.0,0.4293785310734463
129,1.0,0.4293785310734463
130,1.0,0.4293785310734463
131,1.0,0.4293785310734463
132,1.0,0.4293785310734463
133,1.0,0.4293785310734463
134,1.0,0.4293785310734463
135,1.0,0.4293785310734463
136,1.0,0.4293785310734463
137,1.0,0.4293785310734463
138,1.0,0.4293785310734463
139,1.0,0.4293785310734463
140,1.0,0.4293785310734463
141,1.0,0.4293785310734463
142,1.0,0.4293785310734463
143,1.0,0.4293785310734463
144,1.0,0.4293785310734463
145,1.0,0.4293785310734463
146,1.0,0.4293785310734463
147,1.0,0.4293785310734463
148,1.0,0.4293785310734463
149,1.0,0.4293785310734463
150,1.0,0.4293785310734463
151,1.0,0.4293785310734463
152,1.0,0.4293785310734463
153,1.0,0.4293785310734463
154,1.0,0.4293785310734463
155,1.0,0.4293785310734463
156,1.0,0.4293785310734463
157,1.0,0.4293785310734463
158,1.0,0.4293785310734463
159,1.0,0.4293785310734463
160,1.0,0.4293785310734463
161,1.0,0.4293785310734463
162,1.0,0.4293785310734463
163,1.0,0.4293785310734463
164,1.0,0.4293785310734463
165,1.0,0.4293785310734463
166,1.0,0.4293785310734463
167,1.0,0.4293785310734463
168,1.0,0.4293785310734463
169,1.0,0.4293785310734463
170,1.0,0.4293785310734463
171,1.0,0.4293785310734463
172,1.0,0.4293785310734463
173,1.0,0.4293785310734463
174,1.0,0.4293785310734463
175,1.0,0.4293785310734463
176,1.0,0.4293785310734463
177,1.0,0.4293785310734463
178,1.0,0.4293785310734463
179,1.0,0.4293785310734463
180,1.0,0.4293785310734463
181,1.0,0.4293785310734463
182,1.0,0.4293785310734463
183,1.0,0.4293785310734463
184,1.0,0.4293785310734463
185,1.0,0.4293785310734463
186,1.0,0.4293785310734463
187,1.0,0.4293785310734463
188,1.0,0.4293785310734463
189,1.0,0.4293785310734463
190,1.0,0.4293785310734463
191,1.0,0.4293785310734463
192,1.0,0.4293785310734463
193,1.0,0.4293785310734463
194,1.0,0.4293785310734463
195,1.0,0.4293785310734463
196,1.0,0.4293785310734463
197,1.0,0.4293785310734463
198,1.0,0.4293785310734463
199,1.0,0.4293785310734463
200,1.0,0.4293785310734463
201,1.0,0.4293785310734463
202,1.0,0.4293785310734463
203,1.0,0.4293785310734463
204,1.0,0.4293785310734463
205,1.0,0.4293785310734463
206,1.0,0.4293785310734463
207,1.0,0.4293785310734463
208,1.0,0.4293785310734463
209,1.0,0.4293785310734463
210,1.0,0.4293785310734463
211,1.0,0.4293785310734463
212,1.0,0.4293785310734463
213,1.0,0.4293785310734463
214,1.0,0.4293785310734463
215,1.0,0.4293785310734463
216,1.0,0.4293785310734463
217,1.0,0.4293785310734463
218,1.0,0.4293785310734463
219,1.0,0.4293785310734463
220,1.0,0.4293785310734463
221,1.0,0.4293785310734463
222,1.0,0.4293785310734463
223,1.0,0.4293785310734463
224,1.0,0.4293785310734463
225,1.0,0.4293785310734463
226,1.0,0.4293785310734463
227,1.0,0.4293785310734463
228,1.0,0.4293785310734463
229,1.0,0.4293785310734463
230,1.0,0.4293785310734463
231,1.0,0.4293785310734463
232,1.0,0.4293785310734463
233,1.0,0.4293785310734463
234,1.0,0.4293785310734463
235,1.0,0.4293785310734463
236,1.0,0.4293785310734463
237,1.0,0.4293785310734463
238,1.0,0.4293785310734463
239,1.0,0.4293785310734463
240,1.0,0.4293785310734463
241,1.0,0.4293785310734463
242,1.0,0.4293785310734463
243,1.0,0.4293785310734463
244,1.0,0.4293785310734463
245,1.0,0.4293785310734463
246,1.0,0.4293785310734463
247,1.0,0.4293785310734463
248,1.0,0.4293785310734463
249,1.0,0.4293785310734463
250,1.0,0.4293785310734463
251,1.0,0.4293785310734463
252,1.0,0.4293785310734463
253,1.0,0.4293785310734463
254,1.0,0.4293785310734463
255,1.0,0.4293785310734463
256,1.0,0.4293785310734463
257,1.0,0.4293785310734463
258,1.0,0.4293785310734463
259,1.0,0.4293785310734463
260,1.0,0.4293785310734463
261,1.0,0.4293785310734463
262,1.0,0.4293785310734463
263,1.0,0.4293785310734463
264,1.0,0.4293785310734463
265,1.0,0.4293785310734463
266,1.0,0.4293785310734463
267,1.0,0.4293785310734463
268,1.0,0.4293785310734463
269,1.0,0.4293785310734463
270,1.0,0.4293785310734463
271,1.0,0.4293785310734463
272,1.0,0.4293785310734463
273,1.0,0.4293785310734463
274,1.0,0.4293785310734463
275,1.0,0.4293785310734463
276,1.0,0.4293785310734463
