,VS,dij_list
150,Anaeroglobus_vs_Alloprevotella,1.0
151,Anaeroglobus_vs_Amycolatopsis,1.0
152,Anaeroglobus_vs_Anaerobium,1.0
153,Anaerosporomusa_vs_Acetivibrio,1.0
154,Anaerosporomusa_vs_Acetoanaerobium,1.0
155,Anaerosporomusa_vs_Acidaminococcus,1.0
156,Anaerosporomusa_vs_Aciduliprofundum,1.0
157,Anaerosporomusa_vs_Actinomyces,1.0
158,Anaerosporomusa_vs_Acyrthosiphon,1.0
159,Anaerosporomusa_vs_Adlercreutzia,1.0
160,Anaerosporomusa_vs_Aerococcus,1.0
161,Anaerosporomusa_vs_Aeromonas,1.0
162,Anaerosporomusa_vs_Afipia,1.0
163,Anaerosporomusa_vs_Agrobacterium,1.0
164,Anaerosporomusa_vs_Akkermansia,1.0
165,Anaerosporomusa_vs_Alicyclobacillus,1.0
166,Anaerosporomusa_vs_Alistipes,0.9991799041674619
167,Anaerosporomusa_vs_Alloprevotella,1.0
168,Anaerosporomusa_vs_Amycolatopsis,1.0
169,Anaerosporomusa_vs_Anaerobium,1.0
170,Anaerosporomusa_vs_Anaeroglobus,1.0
171,Anaerostipes_vs_Acetivibrio,1.0
172,Anaerostipes_vs_Acetoanaerobium,1.0
173,Anaerostipes_vs_Acidaminococcus,1.0
174,Anaerostipes_vs_Aciduliprofundum,1.0
175,Anaerostipes_vs_Actinomyces,1.0
176,Anaerostipes_vs_Acyrthosiphon,0.9105454184302326
177,Anaerostipes_vs_Adlercreutzia,1.0
178,Anaerostipes_vs_Aerococcus,1.0
179,Anaerostipes_vs_Aeromonas,1.0
180,Anaerostipes_vs_Afipia,1.0
181,Anaerostipes_vs_Agrobacterium,1.0
182,Anaerostipes_vs_Akkermansia,0.992900537703596
183,Anaerostipes_vs_Alicyclobacillus,1.0
184,Anaerostipes_vs_Alistipes,0.9904222809769325
185,Anaerostipes_vs_Alloprevotella,1.0
186,Anaerostipes_vs_Amycolatopsis,1.0
187,Anaerostipes_vs_Anaerobium,1.0
188,Anaerostipes_vs_Anaeroglobus,1.0
189,Anaerostipes_vs_Anaerosporomusa,1.0
190,Anaerotruncus_vs_Acetivibrio,1.0
191,Anaerotruncus_vs_Acetoanaerobium,1.0
192,Anaerotruncus_vs_Acidaminococcus,1.0
193,Anaerotruncus_vs_Aciduliprofundum,1.0
194,Anaerotruncus_vs_Actinomyces,0.9987445356521643
195,Anaerotruncus_vs_Acyrthosiphon,0.9990261192474886
196,Anaerotruncus_vs_Adlercreutzia,1.0
197,Anaerotruncus_vs_Aerococcus,1.0
198,Anaerotruncus_vs_Aeromonas,1.0
199,Anaerotruncus_vs_Afipia,0.9959283783147751
200,Anaerotruncus_vs_Agrobacterium,1.0
201,Anaerotruncus_vs_Akkermansia,0.9914208345253989
202,Anaerotruncus_vs_Alicyclobacillus,1.0
203,Anaerotruncus_vs_Alistipes,0.9929186672809213
204,Anaerotruncus_vs_Alloprevotella,1.0
205,Anaerotruncus_vs_Amycolatopsis,0.9959283783147751
206,Anaerotruncus_vs_Anaerobium,1.0
207,Anaerotruncus_vs_Anaeroglobus,1.0
208,Anaerotruncus_vs_Anaerosporomusa,1.0
209,Anaerotruncus_vs_Anaerostipes,0.9974607008387443
210,Ascaris_vs_Acetivibrio,1.0
211,Ascaris_vs_Acetoanaerobium,1.0
212,Ascaris_vs_Acidaminococcus,1.0
213,Ascaris_vs_Aciduliprofundum,1.0
214,Ascaris_vs_Actinomyces,1.0
215,Ascaris_vs_Acyrthosiphon,1.0
216,Ascaris_vs_Adlercreutzia,1.0
217,Ascaris_vs_Aerococcus,1.0
218,Ascaris_vs_Aeromonas,1.0
219,Ascaris_vs_Afipia,1.0
220,Ascaris_vs_Agrobacterium,1.0
221,Ascaris_vs_Akkermansia,1.0
222,Ascaris_vs_Alicyclobacillus,1.0
223,Ascaris_vs_Alistipes,0.9965653814499947
224,Ascaris_vs_Alloprevotella,1.0
225,Ascaris_vs_Amycolatopsis,1.0
226,Ascaris_vs_Anaerobium,1.0
227,Ascaris_vs_Anaeroglobus,1.0
228,Ascaris_vs_Anaerosporomusa,1.0
229,Ascaris_vs_Anaerostipes,1.0
230,Ascaris_vs_Anaerotruncus,1.0
231,Asticcacaulis_vs_Acetivibrio,1.0
232,Asticcacaulis_vs_Acetoanaerobium,1.0
233,Asticcacaulis_vs_Acidaminococcus,1.0
234,Asticcacaulis_vs_Aciduliprofundum,1.0
235,Asticcacaulis_vs_Actinomyces,1.0
236,Asticcacaulis_vs_Acyrthosiphon,1.0
237,Asticcacaulis_vs_Adlercreutzia,1.0
238,Asticcacaulis_vs_Aerococcus,1.0
239,Asticcacaulis_vs_Aeromonas,1.0
240,Asticcacaulis_vs_Afipia,1.0
241,Asticcacaulis_vs_Agrobacterium,1.0
242,Asticcacaulis_vs_Akkermansia,0.9994304748952888
243,Asticcacaulis_vs_Alicyclobacillus,1.0
244,Asticcacaulis_vs_Alistipes,0.999754519561322
245,Asticcacaulis_vs_Alloprevotella,1.0
246,Asticcacaulis_vs_Amycolatopsis,1.0
247,Asticcacaulis_vs_Anaerobium,1.0
248,Asticcacaulis_vs_Anaeroglobus,1.0
249,Asticcacaulis_vs_Anaerosporomusa,1.0
250,Asticcacaulis_vs_Anaerostipes,1.0
251,Asticcacaulis_vs_Anaerotruncus,1.0
252,Asticcacaulis_vs_Ascaris,1.0
253,Atopobium_vs_Acetivibrio,1.0
254,Atopobium_vs_Acetoanaerobium,1.0
255,Atopobium_vs_Acidaminococcus,1.0
256,Atopobium_vs_Aciduliprofundum,1.0
257,Atopobium_vs_Actinomyces,1.0
258,Atopobium_vs_Acyrthosiphon,1.0
259,Atopobium_vs_Adlercreutzia,1.0
260,Atopobium_vs_Aerococcus,1.0
261,Atopobium_vs_Aeromonas,1.0
262,Atopobium_vs_Afipia,1.0
263,Atopobium_vs_Agrobacterium,1.0
264,Atopobium_vs_Akkermansia,0.9957873852584747
265,Atopobium_vs_Alicyclobacillus,1.0
266,Atopobium_vs_Alistipes,0.9956644088981808
267,Atopobium_vs_Alloprevotella,1.0
268,Atopobium_vs_Amycolatopsis,1.0
269,Atopobium_vs_Anaerobium,1.0
270,Atopobium_vs_Anaeroglobus,1.0
271,Atopobium_vs_Anaerosporomusa,1.0
272,Atopobium_vs_Anaerostipes,1.0
273,Atopobium_vs_Anaerotruncus,1.0
274,Atopobium_vs_Ascaris,1.0
275,Atopobium_vs_Asticcacaulis,1.0
276,Azospirillum_vs_Acetivibrio,1.0
277,Azospirillum_vs_Acetoanaerobium,1.0
278,Azospirillum_vs_Acidaminococcus,1.0
279,Azospirillum_vs_Aciduliprofundum,1.0
280,Azospirillum_vs_Actinomyces,1.0
281,Azospirillum_vs_Acyrthosiphon,1.0
282,Azospirillum_vs_Adlercreutzia,0.9791370521831315
283,Azospirillum_vs_Aerococcus,1.0
284,Azospirillum_vs_Aeromonas,1.0
285,Azospirillum_vs_Afipia,1.0
286,Azospirillum_vs_Agrobacterium,1.0
287,Azospirillum_vs_Akkermansia,0.9984068150570256
288,Azospirillum_vs_Alicyclobacillus,1.0
289,Azospirillum_vs_Alistipes,1.0
290,Azospirillum_vs_Alloprevotella,1.0
291,Azospirillum_vs_Amycolatopsis,1.0
292,Azospirillum_vs_Anaerobium,1.0
293,Azospirillum_vs_Anaeroglobus,1.0
294,Azospirillum_vs_Anaerosporomusa,1.0
295,Azospirillum_vs_Anaerostipes,1.0
296,Azospirillum_vs_Anaerotruncus,1.0
297,Azospirillum_vs_Ascaris,1.0
298,Azospirillum_vs_Asticcacaulis,1.0
299,Azospirillum_vs_Atopobium,1.0
300,Bacillus_vs_Acetivibrio,1.0
301,Bacillus_vs_Acetoanaerobium,1.0
302,Bacillus_vs_Acidaminococcus,1.0
303,Bacillus_vs_Aciduliprofundum,1.0
304,Bacillus_vs_Actinomyces,1.0
305,Bacillus_vs_Acyrthosiphon,1.0
306,Bacillus_vs_Adlercreutzia,1.0
307,Bacillus_vs_Aerococcus,1.0
308,Bacillus_vs_Aeromonas,1.0
309,Bacillus_vs_Afipia,1.0
310,Bacillus_vs_Agrobacterium,1.0
311,Bacillus_vs_Akkermansia,1.0
312,Bacillus_vs_Alicyclobacillus,1.0
313,Bacillus_vs_Alistipes,0.9982239655329406
314,Bacillus_vs_Alloprevotella,1.0
315,Bacillus_vs_Amycolatopsis,1.0
316,Bacillus_vs_Anaerobium,1.0
317,Bacillus_vs_Anaeroglobus,1.0
318,Bacillus_vs_Anaerosporomusa,1.0
319,Bacillus_vs_Anaerostipes,1.0
320,Bacillus_vs_Anaerotruncus,1.0
321,Bacillus_vs_Ascaris,1.0
322,Bacillus_vs_Asticcacaulis,1.0
323,Bacillus_vs_Atopobium,1.0
324,Bacillus_vs_Azospirillum,1.0
325,Bacteroides_vs_Acetivibrio,0.9996797512728889
326,Bacteroides_vs_Acetoanaerobium,0.9995283806240082
327,Bacteroides_vs_Acidaminococcus,1.0
328,Bacteroides_vs_Aciduliprofundum,0.9993332940535714
329,Bacteroides_vs_Actinomyces,0.9517933045115724
330,Bacteroides_vs_Acyrthosiphon,1.0
331,Bacteroides_vs_Adlercreutzia,0.9652222143270022
332,Bacteroides_vs_Aerococcus,0.975831352627561
333,Bacteroides_vs_Aeromonas,1.0
334,Bacteroides_vs_Afipia,0.9948222164880608
335,Bacteroides_vs_Agrobacterium,1.0
336,Bacteroides_vs_Akkermansia,0.8448249335441034
337,Bacteroides_vs_Alicyclobacillus,0.9994239559157845
338,Bacteroides_vs_Alistipes,0.7148809701029335
339,Bacteroides_vs_Alloprevotella,0.9968727507604234
340,Bacteroides_vs_Amycolatopsis,0.9948222164880608
341,Bacteroides_vs_Anaerobium,0.9986443471264079
342,Bacteroides_vs_Anaeroglobus,0.9994852214989589
343,Bacteroides_vs_Anaerosporomusa,0.9984207562357009
344,Bacteroides_vs_Anaerostipes,0.9881663902616392
345,Bacteroides_vs_Anaerotruncus,0.9927314711811723
346,Bacteroides_vs_Ascaris,0.9995087358343985
347,Bacteroides_vs_Asticcacaulis,1.0
348,Bacteroides_vs_Atopobium,0.9993630596955291
349,Bacteroides_vs_Azospirillum,0.9986649228445224
350,Bacteroides_vs_Bacillus,0.9950803498447542
351,Barnesiella_vs_Acetivibrio,1.0
352,Barnesiella_vs_Acetoanaerobium,1.0
353,Barnesiella_vs_Acidaminococcus,1.0
354,Barnesiella_vs_Aciduliprofundum,1.0
355,Barnesiella_vs_Actinomyces,1.0
356,Barnesiella_vs_Acyrthosiphon,1.0
357,Barnesiella_vs_Adlercreutzia,1.0
358,Barnesiella_vs_Aerococcus,1.0
359,Barnesiella_vs_Aeromonas,1.0
360,Barnesiella_vs_Afipia,1.0
361,Barnesiella_vs_Agrobacterium,1.0
362,Barnesiella_vs_Akkermansia,0.9956114718335087
363,Barnesiella_vs_Alicyclobacillus,1.0
364,Barnesiella_vs_Alistipes,0.9686788120523252
365,Barnesiella_vs_Alloprevotella,1.0
366,Barnesiella_vs_Amycolatopsis,1.0
367,Barnesiella_vs_Anaerobium,1.0
368,Barnesiella_vs_Anaeroglobus,1.0
369,Barnesiella_vs_Anaerosporomusa,0.4418429016164369
370,Barnesiella_vs_Anaerostipes,1.0
371,Barnesiella_vs_Anaerotruncus,1.0
372,Barnesiella_vs_Ascaris,1.0
373,Barnesiella_vs_Asticcacaulis,1.0
374,Barnesiella_vs_Atopobium,1.0
375,Barnesiella_vs_Azospirillum,1.0
376,Barnesiella_vs_Bacillus,0.997380170532305
377,Barnesiella_vs_Bacteroides,0.957405760275655
378,Bifidobacterium_vs_Acetivibrio,0.9997137220606601
379,Bifidobacterium_vs_Acetoanaerobium,1.0
380,Bifidobacterium_vs_Acidaminococcus,1.0
381,Bifidobacterium_vs_Aciduliprofundum,1.0
382,Bifidobacterium_vs_Actinomyces,0.9588295077213269
383,Bifidobacterium_vs_Acyrthosiphon,1.0
384,Bifidobacterium_vs_Adlercreutzia,0.9594040106344222
385,Bifidobacterium_vs_Aerococcus,0.9668839387627145
386,Bifidobacterium_vs_Aeromonas,1.0
387,Bifidobacterium_vs_Afipia,1.0
388,Bifidobacterium_vs_Agrobacterium,1.0
389,Bifidobacterium_vs_Akkermansia,0.9121536348428838
390,Bifidobacterium_vs_Alicyclobacillus,1.0
391,Bifidobacterium_vs_Alistipes,0.9172609195017463
392,Bifidobacterium_vs_Alloprevotella,0.9998178498936237
393,Bifidobacterium_vs_Amycolatopsis,1.0
394,Bifidobacterium_vs_Anaerobium,1.0
395,Bifidobacterium_vs_Anaeroglobus,1.0
396,Bifidobacterium_vs_Anaerosporomusa,1.0
397,Bifidobacterium_vs_Anaerostipes,0.9961705556209414
398,Bifidobacterium_vs_Anaerotruncus,0.9942972344389021
399,Bifidobacterium_vs_Ascaris,1.0
400,Bifidobacterium_vs_Asticcacaulis,1.0
401,Bifidobacterium_vs_Atopobium,0.9979280926872116
402,Bifidobacterium_vs_Azospirillum,1.0
403,Bifidobacterium_vs_Bacillus,0.9982781978087721
404,Bifidobacterium_vs_Bacteroides,0.9033924985247078
405,Bifidobacterium_vs_Barnesiella,0.9964869939956242
406,Bilophila_vs_Acetivibrio,1.0
407,Bilophila_vs_Acetoanaerobium,1.0
408,Bilophila_vs_Acidaminococcus,1.0
409,Bilophila_vs_Aciduliprofundum,1.0
410,Bilophila_vs_Actinomyces,0.9696668063731588
411,Bilophila_vs_Acyrthosiphon,1.0
412,Bilophila_vs_Adlercreutzia,0.9741919822806462
413,Bilophila_vs_Aerococcus,0.9819824439001774
414,Bilophila_vs_Aeromonas,1.0
415,Bilophila_vs_Afipia,1.0
416,Bilophila_vs_Agrobacterium,1.0
417,Bilophila_vs_Akkermansia,0.9054494350291105
418,Bilophila_vs_Alicyclobacillus,1.0
419,Bilophila_vs_Alistipes,0.9272415126630981
420,Bilophila_vs_Alloprevotella,1.0
421,Bilophila_vs_Amycolatopsis,1.0
422,Bilophila_vs_Anaerobium,1.0
423,Bilophila_vs_Anaeroglobus,1.0
424,Bilophila_vs_Anaerosporomusa,1.0
425,Bilophila_vs_Anaerostipes,0.9872912261397944
426,Bilophila_vs_Anaerotruncus,0.9970158851474182
427,Bilophila_vs_Ascaris,1.0
428,Bilophila_vs_Asticcacaulis,1.0
429,Bilophila_vs_Atopobium,0.9986435009200368
430,Bilophila_vs_Azospirillum,1.0
431,Bilophila_vs_Bacillus,0.9975177838638547
432,Bilophila_vs_Bacteroides,0.9171631809521942
433,Bilophila_vs_Barnesiella,1.0
434,Bilophila_vs_Bifidobacterium,0.956751744011328
435,Blastopirellula_vs_Acetivibrio,1.0
436,Blastopirellula_vs_Acetoanaerobium,1.0
437,Blastopirellula_vs_Acidaminococcus,1.0
438,Blastopirellula_vs_Aciduliprofundum,1.0
439,Blastopirellula_vs_Actinomyces,1.0
440,Blastopirellula_vs_Acyrthosiphon,1.0
441,Blastopirellula_vs_Adlercreutzia,1.0
442,Blastopirellula_vs_Aerococcus,1.0
443,Blastopirellula_vs_Aeromonas,1.0
444,Blastopirellula_vs_Afipia,1.0
445,Blastopirellula_vs_Agrobacterium,1.0
446,Blastopirellula_vs_Akkermansia,1.0
447,Blastopirellula_vs_Alicyclobacillus,1.0
448,Blastopirellula_vs_Alistipes,1.0
449,Blastopirellula_vs_Alloprevotella,1.0
450,Blastopirellula_vs_Amycolatopsis,1.0
451,Blastopirellula_vs_Anaerobium,1.0
452,Blastopirellula_vs_Anaeroglobus,1.0
453,Blastopirellula_vs_Anaerosporomusa,1.0
454,Blastopirellula_vs_Anaerostipes,1.0
455,Blastopirellula_vs_Anaerotruncus,1.0
456,Blastopirellula_vs_Ascaris,1.0
457,Blastopirellula_vs_Asticcacaulis,1.0
458,Blastopirellula_vs_Atopobium,1.0
459,Blastopirellula_vs_Azospirillum,1.0
460,Blastopirellula_vs_Bacillus,1.0
461,Blastopirellula_vs_Bacteroides,1.0
462,Blastopirellula_vs_Barnesiella,1.0
463,Blastopirellula_vs_Bifidobacterium,1.0
464,Blastopirellula_vs_Bilophila,1.0
465,Blautia_vs_Acetivibrio,1.0
466,Blautia_vs_Acetoanaerobium,1.0
467,Blautia_vs_Acidaminococcus,1.0
468,Blautia_vs_Aciduliprofundum,1.0
469,Blautia_vs_Actinomyces,0.9701711507541124
470,Blautia_vs_Acyrthosiphon,1.0
471,Blautia_vs_Adlercreutzia,0.9819473272782878
472,Blautia_vs_Aerococcus,0.9956055290319867
473,Blautia_vs_Aeromonas,1.0
474,Blautia_vs_Afipia,0.904063280074686
475,Blautia_vs_Agrobacterium,1.0
476,Blautia_vs_Akkermansia,0.9333508107227518
477,Blautia_vs_Alicyclobacillus,1.0
478,Blautia_vs_Alistipes,0.9276312126664036
479,Blautia_vs_Alloprevotella,0.9999554164521625
480,Blautia_vs_Amycolatopsis,0.904063280074686
481,Blautia_vs_Anaerobium,0.9932435730956124
482,Blautia_vs_Anaeroglobus,0.9999661313194985
483,Blautia_vs_Anaerosporomusa,1.0
484,Blautia_vs_Anaerostipes,0.9517407384018447
485,Blautia_vs_Anaerotruncus,0.993027179715254
486,Blautia_vs_Ascaris,1.0
487,Blautia_vs_Asticcacaulis,0.9995332810935713
488,Blautia_vs_Atopobium,0.999929617190108
489,Blautia_vs_Azospirillum,0.9943324587428969
490,Blautia_vs_Bacillus,0.9954021916937176
491,Blautia_vs_Bacteroides,0.8947061526355187
492,Blautia_vs_Barnesiella,0.9913244539549598
493,Blautia_vs_Bifidobacterium,0.9593700626490234
494,Blautia_vs_Bilophila,0.9723784324600341
495,Blautia_vs_Blastopirellula,1.0
496,Brachyspira_vs_Acetivibrio,1.0
497,Brachyspira_vs_Acetoanaerobium,1.0
498,Brachyspira_vs_Acidaminococcus,1.0
499,Brachyspira_vs_Aciduliprofundum,1.0
500,Brachyspira_vs_Actinomyces,1.0
501,Brachyspira_vs_Acyrthosiphon,1.0
502,Brachyspira_vs_Adlercreutzia,1.0
503,Brachyspira_vs_Aerococcus,1.0
504,Brachyspira_vs_Aeromonas,1.0
505,Brachyspira_vs_Afipia,1.0
506,Brachyspira_vs_Agrobacterium,1.0
507,Brachyspira_vs_Akkermansia,0.9869521473223543
508,Brachyspira_vs_Alicyclobacillus,1.0
509,Brachyspira_vs_Alistipes,0.9946349221972933
510,Brachyspira_vs_Alloprevotella,1.0
511,Brachyspira_vs_Amycolatopsis,1.0
512,Brachyspira_vs_Anaerobium,1.0
513,Brachyspira_vs_Anaeroglobus,1.0
514,Brachyspira_vs_Anaerosporomusa,1.0
515,Brachyspira_vs_Anaerostipes,1.0
516,Brachyspira_vs_Anaerotruncus,1.0
517,Brachyspira_vs_Ascaris,1.0
518,Brachyspira_vs_Asticcacaulis,1.0
519,Brachyspira_vs_Atopobium,1.0
520,Brachyspira_vs_Azospirillum,1.0
521,Brachyspira_vs_Bacillus,1.0
522,Brachyspira_vs_Bacteroides,0.9950483492140213
523,Brachyspira_vs_Barnesiella,1.0
524,Brachyspira_vs_Bifidobacterium,0.9965468777521852
525,Brachyspira_vs_Bilophila,1.0
526,Brachyspira_vs_Blastopirellula,1.0
527,Brachyspira_vs_Blautia,0.9870145199882444
528,Brenneria_vs_Acetivibrio,1.0
529,Brenneria_vs_Acetoanaerobium,1.0
530,Brenneria_vs_Acidaminococcus,1.0
531,Brenneria_vs_Aciduliprofundum,1.0
532,Brenneria_vs_Actinomyces,1.0
533,Brenneria_vs_Acyrthosiphon,1.0
534,Brenneria_vs_Adlercreutzia,1.0
535,Brenneria_vs_Aerococcus,1.0
536,Brenneria_vs_Aeromonas,1.0
537,Brenneria_vs_Afipia,1.0
538,Brenneria_vs_Agrobacterium,1.0
539,Brenneria_vs_Akkermansia,1.0
540,Brenneria_vs_Alicyclobacillus,1.0
541,Brenneria_vs_Alistipes,1.0
542,Brenneria_vs_Alloprevotella,1.0
543,Brenneria_vs_Amycolatopsis,1.0
544,Brenneria_vs_Anaerobium,1.0
545,Brenneria_vs_Anaeroglobus,1.0
546,Brenneria_vs_Anaerosporomusa,1.0
547,Brenneria_vs_Anaerostipes,1.0
