,VS,dij_list
88,Allofrancisella_vs_Akkermansia,1.0
89,Allofrancisella_vs_Alicyclobacillus,1.0
90,Allofrancisella_vs_Alistipes,0.9995065716450604
91,Alloprevotella_vs_Acetoanaerobium,1.0
92,Alloprevotella_vs_Acidaminococcus,1.0
93,Alloprevotella_vs_Acidobacterium,1.0
94,Alloprevotella_vs_Aciduliprofundum,1.0
95,Alloprevotella_vs_Actinomyces,1.0
96,Alloprevotella_vs_Acyrthosiphon,1.0
97,Alloprevotella_vs_Adlercreutzia,1.0
98,Alloprevotella_vs_Aerococcus,1.0
99,Alloprevotella_vs_Aeromonas,1.0
100,Alloprevotella_vs_Afipia,1.0
101,Alloprevotella_vs_Akkermansia,1.0
102,Alloprevotella_vs_Alicyclobacillus,1.0
103,Alloprevotella_vs_Alistipes,0.9981780517759379
104,Alloprevotella_vs_Allofrancisella,1.0
105,Amycolatopsis_vs_Acetoanaerobium,1.0
106,Amycolatopsis_vs_Acidaminococcus,1.0
107,Amycolatopsis_vs_Acidobacterium,1.0
108,Amycolatopsis_vs_Aciduliprofundum,1.0
109,Amycolatopsis_vs_Actinomyces,1.0
110,Amycolatopsis_vs_Acyrthosiphon,1.0
111,Amycolatopsis_vs_Adlercreutzia,1.0
112,Amycolatopsis_vs_Aerococcus,1.0
113,Amycolatopsis_vs_Aeromonas,1.0
114,Amycolatopsis_vs_Afipia,0.0
115,Amycolatopsis_vs_Akkermansia,1.0
116,Amycolatopsis_vs_Alicyclobacillus,1.0
117,Amycolatopsis_vs_Alistipes,0.9961980387132217
118,Amycolatopsis_vs_Allofrancisella,1.0
119,Amycolatopsis_vs_Alloprevotella,1.0
120,Anaerobium_vs_Acetoanaerobium,1.0
121,Anaerobium_vs_Acidaminococcus,1.0
122,Anaerobium_vs_Acidobacterium,1.0
123,Anaerobium_vs_Aciduliprofundum,1.0
124,Anaerobium_vs_Actinomyces,1.0
125,Anaerobium_vs_Acyrthosiphon,1.0
126,Anaerobium_vs_Adlercreutzia,1.0
127,Anaerobium_vs_Aerococcus,1.0
128,Anaerobium_vs_Aeromonas,1.0
129,Anaerobium_vs_Afipia,1.0
130,Anaerobium_vs_Akkermansia,1.0
131,Anaerobium_vs_Alicyclobacillus,1.0
132,Anaerobium_vs_Alistipes,0.9952978463831289
133,Anaerobium_vs_Allofrancisella,1.0
134,Anaerobium_vs_Alloprevotella,1.0
135,Anaerobium_vs_Amycolatopsis,1.0
136,Anaerococcus_vs_Acetoanaerobium,1.0
137,Anaerococcus_vs_Acidaminococcus,1.0
138,Anaerococcus_vs_Acidobacterium,1.0
139,Anaerococcus_vs_Aciduliprofundum,1.0
140,Anaerococcus_vs_Actinomyces,1.0
141,Anaerococcus_vs_Acyrthosiphon,1.0
142,Anaerococcus_vs_Adlercreutzia,1.0
143,Anaerococcus_vs_Aerococcus,1.0
144,Anaerococcus_vs_Aeromonas,1.0
145,Anaerococcus_vs_Afipia,1.0
146,Anaerococcus_vs_Akkermansia,1.0
147,Anaerococcus_vs_Alicyclobacillus,1.0
148,Anaerococcus_vs_Alistipes,0.9929144975649749
149,Anaerococcus_vs_Allofrancisella,1.0
150,Anaerococcus_vs_Alloprevotella,1.0
151,Anaerococcus_vs_Amycolatopsis,1.0
152,Anaerococcus_vs_Anaerobium,1.0
153,Anaerofustis_vs_Acetoanaerobium,1.0
154,Anaerofustis_vs_Acidaminococcus,1.0
155,Anaerofustis_vs_Acidobacterium,1.0
156,Anaerofustis_vs_Aciduliprofundum,1.0
157,Anaerofustis_vs_Actinomyces,1.0
158,Anaerofustis_vs_Acyrthosiphon,1.0
159,Anaerofustis_vs_Adlercreutzia,1.0
160,Anaerofustis_vs_Aerococcus,1.0
161,Anaerofustis_vs_Aeromonas,1.0
162,Anaerofustis_vs_Afipia,1.0
163,Anaerofustis_vs_Akkermansia,1.0
164,Anaerofustis_vs_Alicyclobacillus,1.0
165,Anaerofustis_vs_Alistipes,1.0
166,Anaerofustis_vs_Allofrancisella,1.0
167,Anaerofustis_vs_Alloprevotella,1.0
168,Anaerofustis_vs_Amycolatopsis,1.0
169,Anaerofustis_vs_Anaerobium,1.0
170,Anaerofustis_vs_Anaerococcus,1.0
171,Anaeroglobus_vs_Acetoanaerobium,1.0
172,Anaeroglobus_vs_Acidaminococcus,1.0
173,Anaeroglobus_vs_Acidobacterium,1.0
174,Anaeroglobus_vs_Aciduliprofundum,1.0
175,Anaeroglobus_vs_Actinomyces,1.0
176,Anaeroglobus_vs_Acyrthosiphon,1.0
177,Anaeroglobus_vs_Adlercreutzia,1.0
178,Anaeroglobus_vs_Aerococcus,1.0
179,Anaeroglobus_vs_Aeromonas,1.0
180,Anaeroglobus_vs_Afipia,1.0
181,Anaeroglobus_vs_Akkermansia,1.0
182,Anaeroglobus_vs_Alicyclobacillus,1.0
183,Anaeroglobus_vs_Alistipes,0.9999674623630213
184,Anaeroglobus_vs_Allofrancisella,1.0
185,Anaeroglobus_vs_Alloprevotella,1.0
186,Anaeroglobus_vs_Amycolatopsis,1.0
187,Anaeroglobus_vs_Anaerobium,1.0
188,Anaeroglobus_vs_Anaerococcus,1.0
189,Anaeroglobus_vs_Anaerofustis,1.0
190,Anaerosporomusa_vs_Acetoanaerobium,1.0
191,Anaerosporomusa_vs_Acidaminococcus,1.0
192,Anaerosporomusa_vs_Acidobacterium,1.0
193,Anaerosporomusa_vs_Aciduliprofundum,1.0
194,Anaerosporomusa_vs_Actinomyces,1.0
195,Anaerosporomusa_vs_Acyrthosiphon,1.0
196,Anaerosporomusa_vs_Adlercreutzia,1.0
197,Anaerosporomusa_vs_Aerococcus,1.0
198,Anaerosporomusa_vs_Aeromonas,1.0
199,Anaerosporomusa_vs_Afipia,1.0
200,Anaerosporomusa_vs_Akkermansia,1.0
201,Anaerosporomusa_vs_Alicyclobacillus,1.0
202,Anaerosporomusa_vs_Alistipes,0.999049879959508
203,Anaerosporomusa_vs_Allofrancisella,1.0
204,Anaerosporomusa_vs_Alloprevotella,1.0
205,Anaerosporomusa_vs_Amycolatopsis,1.0
206,Anaerosporomusa_vs_Anaerobium,1.0
207,Anaerosporomusa_vs_Anaerococcus,1.0
208,Anaerosporomusa_vs_Anaerofustis,1.0
209,Anaerosporomusa_vs_Anaeroglobus,1.0
210,Anaerostipes_vs_Acetoanaerobium,1.0
211,Anaerostipes_vs_Acidaminococcus,0.9957870763159619
212,Anaerostipes_vs_Acidobacterium,1.0
213,Anaerostipes_vs_Aciduliprofundum,1.0
214,Anaerostipes_vs_Actinomyces,0.9988322672928445
215,Anaerostipes_vs_Acyrthosiphon,0.8869788235659039
216,Anaerostipes_vs_Adlercreutzia,1.0
217,Anaerostipes_vs_Aerococcus,1.0
218,Anaerostipes_vs_Aeromonas,1.0
219,Anaerostipes_vs_Afipia,0.9990910002803506
220,Anaerostipes_vs_Akkermansia,0.9988322672928445
221,Anaerostipes_vs_Alicyclobacillus,1.0
222,Anaerostipes_vs_Alistipes,0.9902885248823121
223,Anaerostipes_vs_Allofrancisella,1.0
224,Anaerostipes_vs_Alloprevotella,1.0
225,Anaerostipes_vs_Amycolatopsis,0.9990910002803506
226,Anaerostipes_vs_Anaerobium,1.0
227,Anaerostipes_vs_Anaerococcus,1.0
228,Anaerostipes_vs_Anaerofustis,1.0
229,Anaerostipes_vs_Anaeroglobus,1.0
230,Anaerostipes_vs_Anaerosporomusa,1.0
231,Anaerotruncus_vs_Acetoanaerobium,1.0
232,Anaerotruncus_vs_Acidaminococcus,1.0
233,Anaerotruncus_vs_Acidobacterium,1.0
234,Anaerotruncus_vs_Aciduliprofundum,1.0
235,Anaerotruncus_vs_Actinomyces,0.9921589326243182
236,Anaerotruncus_vs_Acyrthosiphon,1.0
237,Anaerotruncus_vs_Adlercreutzia,1.0
238,Anaerotruncus_vs_Aerococcus,1.0
239,Anaerotruncus_vs_Aeromonas,1.0
240,Anaerotruncus_vs_Afipia,0.997788693186384
241,Anaerotruncus_vs_Akkermansia,0.9936012169471128
242,Anaerotruncus_vs_Alicyclobacillus,1.0
243,Anaerotruncus_vs_Alistipes,0.9860610776764545
244,Anaerotruncus_vs_Allofrancisella,1.0
245,Anaerotruncus_vs_Alloprevotella,1.0
246,Anaerotruncus_vs_Amycolatopsis,0.997788693186384
247,Anaerotruncus_vs_Anaerobium,1.0
248,Anaerotruncus_vs_Anaerococcus,1.0
249,Anaerotruncus_vs_Anaerofustis,1.0
250,Anaerotruncus_vs_Anaeroglobus,1.0
251,Anaerotruncus_vs_Anaerosporomusa,1.0
252,Anaerotruncus_vs_Anaerostipes,0.9973018554706297
253,Ascaris_vs_Acetoanaerobium,1.0
254,Ascaris_vs_Acidaminococcus,1.0
255,Ascaris_vs_Acidobacterium,1.0
256,Ascaris_vs_Aciduliprofundum,1.0
257,Ascaris_vs_Actinomyces,1.0
258,Ascaris_vs_Acyrthosiphon,1.0
259,Ascaris_vs_Adlercreutzia,1.0
260,Ascaris_vs_Aerococcus,1.0
261,Ascaris_vs_Aeromonas,1.0
262,Ascaris_vs_Afipia,1.0
263,Ascaris_vs_Akkermansia,1.0
264,Ascaris_vs_Alicyclobacillus,1.0
265,Ascaris_vs_Alistipes,0.9966895352992258
266,Ascaris_vs_Allofrancisella,1.0
267,Ascaris_vs_Alloprevotella,1.0
268,Ascaris_vs_Amycolatopsis,1.0
269,Ascaris_vs_Anaerobium,1.0
270,Ascaris_vs_Anaerococcus,1.0
271,Ascaris_vs_Anaerofustis,1.0
272,Ascaris_vs_Anaeroglobus,1.0
273,Ascaris_vs_Anaerosporomusa,1.0
274,Ascaris_vs_Anaerostipes,1.0
275,Ascaris_vs_Anaerotruncus,1.0
276,Asticcacaulis_vs_Acetoanaerobium,1.0
277,Asticcacaulis_vs_Acidaminococcus,1.0
278,Asticcacaulis_vs_Acidobacterium,1.0
279,Asticcacaulis_vs_Aciduliprofundum,1.0
280,Asticcacaulis_vs_Actinomyces,1.0
281,Asticcacaulis_vs_Acyrthosiphon,1.0
282,Asticcacaulis_vs_Adlercreutzia,1.0
283,Asticcacaulis_vs_Aerococcus,1.0
284,Asticcacaulis_vs_Aeromonas,1.0
285,Asticcacaulis_vs_Afipia,1.0
286,Asticcacaulis_vs_Akkermansia,1.0
287,Asticcacaulis_vs_Alicyclobacillus,1.0
288,Asticcacaulis_vs_Alistipes,0.9999367496630855
289,Asticcacaulis_vs_Allofrancisella,1.0
290,Asticcacaulis_vs_Alloprevotella,1.0
291,Asticcacaulis_vs_Amycolatopsis,1.0
292,Asticcacaulis_vs_Anaerobium,1.0
293,Asticcacaulis_vs_Anaerococcus,1.0
294,Asticcacaulis_vs_Anaerofustis,1.0
295,Asticcacaulis_vs_Anaeroglobus,1.0
296,Asticcacaulis_vs_Anaerosporomusa,1.0
297,Asticcacaulis_vs_Anaerostipes,1.0
298,Asticcacaulis_vs_Anaerotruncus,1.0
299,Asticcacaulis_vs_Ascaris,1.0
300,Atopobium_vs_Acetoanaerobium,1.0
301,Atopobium_vs_Acidaminococcus,1.0
302,Atopobium_vs_Acidobacterium,1.0
303,Atopobium_vs_Aciduliprofundum,1.0
304,Atopobium_vs_Actinomyces,1.0
305,Atopobium_vs_Acyrthosiphon,1.0
306,Atopobium_vs_Adlercreutzia,1.0
307,Atopobium_vs_Aerococcus,1.0
308,Atopobium_vs_Aeromonas,1.0
309,Atopobium_vs_Afipia,1.0
310,Atopobium_vs_Akkermansia,0.9952184718146941
311,Atopobium_vs_Alicyclobacillus,1.0
312,Atopobium_vs_Alistipes,0.9972879142854136
313,Atopobium_vs_Allofrancisella,1.0
314,Atopobium_vs_Alloprevotella,1.0
315,Atopobium_vs_Amycolatopsis,1.0
316,Atopobium_vs_Anaerobium,1.0
317,Atopobium_vs_Anaerococcus,1.0
318,Atopobium_vs_Anaerofustis,1.0
319,Atopobium_vs_Anaeroglobus,1.0
320,Atopobium_vs_Anaerosporomusa,1.0
321,Atopobium_vs_Anaerostipes,1.0
322,Atopobium_vs_Anaerotruncus,0.9884739107234385
323,Atopobium_vs_Ascaris,1.0
324,Atopobium_vs_Asticcacaulis,1.0
325,Azospirillum_vs_Acetoanaerobium,1.0
326,Azospirillum_vs_Acidaminococcus,1.0
327,Azospirillum_vs_Acidobacterium,1.0
328,Azospirillum_vs_Aciduliprofundum,1.0
329,Azospirillum_vs_Actinomyces,1.0
330,Azospirillum_vs_Acyrthosiphon,1.0
331,Azospirillum_vs_Adlercreutzia,1.0
332,Azospirillum_vs_Aerococcus,1.0
333,Azospirillum_vs_Aeromonas,1.0
334,Azospirillum_vs_Afipia,1.0
335,Azospirillum_vs_Akkermansia,1.0
336,Azospirillum_vs_Alicyclobacillus,1.0
337,Azospirillum_vs_Alistipes,1.0
338,Azospirillum_vs_Allofrancisella,1.0
339,Azospirillum_vs_Alloprevotella,1.0
340,Azospirillum_vs_Amycolatopsis,1.0
341,Azospirillum_vs_Anaerobium,1.0
342,Azospirillum_vs_Anaerococcus,1.0
343,Azospirillum_vs_Anaerofustis,1.0
344,Azospirillum_vs_Anaeroglobus,1.0
345,Azospirillum_vs_Anaerosporomusa,1.0
346,Azospirillum_vs_Anaerostipes,1.0
347,Azospirillum_vs_Anaerotruncus,1.0
348,Azospirillum_vs_Ascaris,1.0
349,Azospirillum_vs_Asticcacaulis,1.0
350,Azospirillum_vs_Atopobium,1.0
351,Bacillus_vs_Acetoanaerobium,1.0
352,Bacillus_vs_Acidaminococcus,1.0
353,Bacillus_vs_Acidobacterium,1.0
354,Bacillus_vs_Aciduliprofundum,1.0
355,Bacillus_vs_Actinomyces,1.0
356,Bacillus_vs_Acyrthosiphon,1.0
357,Bacillus_vs_Adlercreutzia,1.0
358,Bacillus_vs_Aerococcus,1.0
359,Bacillus_vs_Aeromonas,1.0
360,Bacillus_vs_Afipia,1.0
361,Bacillus_vs_Akkermansia,0.9905404718893546
362,Bacillus_vs_Alicyclobacillus,1.0
363,Bacillus_vs_Alistipes,0.9902046355811249
364,Bacillus_vs_Allofrancisella,1.0
365,Bacillus_vs_Alloprevotella,1.0
366,Bacillus_vs_Amycolatopsis,1.0
367,Bacillus_vs_Anaerobium,1.0
368,Bacillus_vs_Anaerococcus,1.0
369,Bacillus_vs_Anaerofustis,1.0
370,Bacillus_vs_Anaeroglobus,1.0
371,Bacillus_vs_Anaerosporomusa,1.0
372,Bacillus_vs_Anaerostipes,1.0
373,Bacillus_vs_Anaerotruncus,1.0
374,Bacillus_vs_Ascaris,1.0
375,Bacillus_vs_Asticcacaulis,1.0
376,Bacillus_vs_Atopobium,1.0
377,Bacillus_vs_Azospirillum,1.0
378,Bacteroides_vs_Acetoanaerobium,0.9996079656034059
379,Bacteroides_vs_Acidaminococcus,0.9948693479815424
380,Bacteroides_vs_Acidobacterium,0.9987397854392049
381,Bacteroides_vs_Aciduliprofundum,0.9992692821959386
382,Bacteroides_vs_Actinomyces,0.9638458770734094
383,Bacteroides_vs_Acyrthosiphon,1.0
384,Bacteroides_vs_Adlercreutzia,0.9676588347918351
385,Bacteroides_vs_Aerococcus,0.9804133229588413
386,Bacteroides_vs_Aeromonas,1.0
387,Bacteroides_vs_Afipia,0.9940793375047604
388,Bacteroides_vs_Akkermansia,0.9596979499775811
389,Bacteroides_vs_Alicyclobacillus,0.9994076034031629
390,Bacteroides_vs_Alistipes,0.7067230402611471
391,Bacteroides_vs_Allofrancisella,0.9995019528028103
392,Bacteroides_vs_Alloprevotella,0.9969376466062927
393,Bacteroides_vs_Amycolatopsis,0.9940793375047604
394,Bacteroides_vs_Anaerobium,0.9980888079122259
395,Bacteroides_vs_Anaerococcus,0.9897852690004564
396,Bacteroides_vs_Anaerofustis,0.9999968795005253
397,Bacteroides_vs_Anaeroglobus,0.9994271135699629
398,Bacteroides_vs_Anaerosporomusa,0.9986832497750697
399,Bacteroides_vs_Anaerostipes,0.9858386159689677
400,Bacteroides_vs_Anaerotruncus,0.9889856082866508
401,Bacteroides_vs_Ascaris,0.9989039513181714
402,Bacteroides_vs_Asticcacaulis,1.0
403,Bacteroides_vs_Atopobium,0.999560913119827
404,Bacteroides_vs_Azospirillum,0.998757490394212
405,Bacteroides_vs_Bacillus,0.9938761601334226
406,Barnesiella_vs_Acetoanaerobium,1.0
407,Barnesiella_vs_Acidaminococcus,0.975575772599799
408,Barnesiella_vs_Acidobacterium,1.0
409,Barnesiella_vs_Aciduliprofundum,1.0
410,Barnesiella_vs_Actinomyces,1.0
411,Barnesiella_vs_Acyrthosiphon,1.0
412,Barnesiella_vs_Adlercreutzia,1.0
413,Barnesiella_vs_Aerococcus,1.0
414,Barnesiella_vs_Aeromonas,1.0
415,Barnesiella_vs_Afipia,1.0
416,Barnesiella_vs_Akkermansia,1.0
417,Barnesiella_vs_Alicyclobacillus,1.0
418,Barnesiella_vs_Alistipes,0.9421085982571549
419,Barnesiella_vs_Allofrancisella,1.0
420,Barnesiella_vs_Alloprevotella,1.0
421,Barnesiella_vs_Amycolatopsis,1.0
422,Barnesiella_vs_Anaerobium,1.0
423,Barnesiella_vs_Anaerococcus,1.0
424,Barnesiella_vs_Anaerofustis,1.0
425,Barnesiella_vs_Anaeroglobus,1.0
426,Barnesiella_vs_Anaerosporomusa,0.9859755468407639
427,Barnesiella_vs_Anaerostipes,1.0
428,Barnesiella_vs_Anaerotruncus,1.0
429,Barnesiella_vs_Ascaris,1.0
430,Barnesiella_vs_Asticcacaulis,1.0
431,Barnesiella_vs_Atopobium,1.0
432,Barnesiella_vs_Azospirillum,1.0
433,Barnesiella_vs_Bacillus,1.0
434,Barnesiella_vs_Bacteroides,0.9426797445146502
435,Bifidobacterium_vs_Acetoanaerobium,1.0
436,Bifidobacterium_vs_Acidaminococcus,0.9953463286597966
437,Bifidobacterium_vs_Acidobacterium,1.0
438,Bifidobacterium_vs_Aciduliprofundum,1.0
439,Bifidobacterium_vs_Actinomyces,0.936541746144409
440,Bifidobacterium_vs_Acyrthosiphon,1.0
441,Bifidobacterium_vs_Adlercreutzia,0.966786578129576
442,Bifidobacterium_vs_Aerococcus,0.984657705453319
443,Bifidobacterium_vs_Aeromonas,1.0
444,Bifidobacterium_vs_Afipia,1.0
445,Bifidobacterium_vs_Akkermansia,0.9675836835915839
446,Bifidobacterium_vs_Alicyclobacillus,1.0
447,Bifidobacterium_vs_Alistipes,0.8701864831136902
448,Bifidobacterium_vs_Allofrancisella,1.0
449,Bifidobacterium_vs_Alloprevotella,0.998435089737477
450,Bifidobacterium_vs_Amycolatopsis,1.0
451,Bifidobacterium_vs_Anaerobium,1.0
452,Bifidobacterium_vs_Anaerococcus,0.9813120095738344
453,Bifidobacterium_vs_Anaerofustis,1.0
454,Bifidobacterium_vs_Anaeroglobus,1.0
455,Bifidobacterium_vs_Anaerosporomusa,1.0
456,Bifidobacterium_vs_Anaerostipes,0.9861470512654403
457,Bifidobacterium_vs_Anaerotruncus,0.96281707080688
458,Bifidobacterium_vs_Ascaris,1.0
459,Bifidobacterium_vs_Asticcacaulis,1.0
460,Bifidobacterium_vs_Atopobium,0.9975130170596156
461,Bifidobacterium_vs_Azospirillum,1.0
462,Bifidobacterium_vs_Bacillus,0.9976306362853592
463,Bifidobacterium_vs_Bacteroides,0.8459136482629865
464,Bifidobacterium_vs_Barnesiella,0.9909001004876314
465,Bilophila_vs_Acetoanaerobium,1.0
466,Bilophila_vs_Acidaminococcus,1.0
467,Bilophila_vs_Acidobacterium,1.0
468,Bilophila_vs_Aciduliprofundum,1.0
469,Bilophila_vs_Actinomyces,0.992835640603961
470,Bilophila_vs_Acyrthosiphon,1.0
471,Bilophila_vs_Adlercreutzia,0.9950563341194348
472,Bilophila_vs_Aerococcus,0.9950563341194348
473,Bilophila_vs_Aeromonas,1.0
474,Bilophila_vs_Afipia,1.0
475,Bilophila_vs_Akkermansia,0.9400262214911671
476,Bilophila_vs_Alicyclobacillus,1.0
477,Bilophila_vs_Alistipes,0.9448769949802063
478,Bilophila_vs_Allofrancisella,1.0
479,Bilophila_vs_Alloprevotella,1.0
480,Bilophila_vs_Amycolatopsis,1.0
481,Bilophila_vs_Anaerobium,1.0
482,Bilophila_vs_Anaerococcus,0.9993347148404486
483,Bilophila_vs_Anaerofustis,1.0
484,Bilophila_vs_Anaeroglobus,1.0
485,Bilophila_vs_Anaerosporomusa,1.0
486,Bilophila_vs_Anaerostipes,0.9972768645054791
487,Bilophila_vs_Anaerotruncus,0.9993832806441026
488,Bilophila_vs_Ascaris,1.0
489,Bilophila_vs_Asticcacaulis,1.0
490,Bilophila_vs_Atopobium,0.9981403946531802
491,Bilophila_vs_Azospirillum,1.0
492,Bilophila_vs_Bacillus,0.9905404718893546
493,Bilophila_vs_Bacteroides,0.9639541283576285
494,Bilophila_vs_Barnesiella,1.0
495,Bilophila_vs_Bifidobacterium,0.9712788411736054
496,Blastopirellula_vs_Acetoanaerobium,1.0
497,Blastopirellula_vs_Acidaminococcus,1.0
498,Blastopirellula_vs_Acidobacterium,1.0
499,Blastopirellula_vs_Aciduliprofundum,1.0
500,Blastopirellula_vs_Actinomyces,1.0
501,Blastopirellula_vs_Acyrthosiphon,1.0
502,Blastopirellula_vs_Adlercreutzia,1.0
503,Blastopirellula_vs_Aerococcus,1.0
504,Blastopirellula_vs_Aeromonas,1.0
505,Blastopirellula_vs_Afipia,1.0
506,Blastopirellula_vs_Akkermansia,1.0
507,Blastopirellula_vs_Alicyclobacillus,1.0
508,Blastopirellula_vs_Alistipes,1.0
509,Blastopirellula_vs_Allofrancisella,1.0
510,Blastopirellula_vs_Alloprevotella,1.0
511,Blastopirellula_vs_Amycolatopsis,1.0
512,Blastopirellula_vs_Anaerobium,1.0
513,Blastopirellula_vs_Anaerococcus,1.0
514,Blastopirellula_vs_Anaerofustis,1.0
515,Blastopirellula_vs_Anaeroglobus,1.0
516,Blastopirellula_vs_Anaerosporomusa,1.0
517,Blastopirellula_vs_Anaerostipes,1.0
518,Blastopirellula_vs_Anaerotruncus,1.0
519,Blastopirellula_vs_Ascaris,1.0
520,Blastopirellula_vs_Asticcacaulis,1.0
521,Blastopirellula_vs_Atopobium,1.0
522,Blastopirellula_vs_Azospirillum,1.0
523,Blastopirellula_vs_Bacillus,1.0
524,Blastopirellula_vs_Bacteroides,1.0
525,Blastopirellula_vs_Barnesiella,1.0
526,Blastopirellula_vs_Bifidobacterium,1.0
527,Blastopirellula_vs_Bilophila,1.0
528,Blautia_vs_Acetoanaerobium,1.0
529,Blautia_vs_Acidaminococcus,0.9864852543618006
530,Blautia_vs_Acidobacterium,0.9998623453446004
531,Blautia_vs_Aciduliprofundum,1.0
532,Blautia_vs_Actinomyces,0.9898073395558926
533,Blautia_vs_Acyrthosiphon,1.0
534,Blautia_vs_Adlercreutzia,0.9911530880731415
535,Blautia_vs_Aerococcus,0.9975209988265971
536,Blautia_vs_Aeromonas,1.0
537,Blautia_vs_Afipia,0.9317601575717943
538,Blautia_vs_Akkermansia,0.9844342092166768
539,Blautia_vs_Alicyclobacillus,1.0
540,Blautia_vs_Alistipes,0.9404172954370479
541,Blautia_vs_Allofrancisella,1.0
542,Blautia_vs_Alloprevotella,0.999896262948809
543,Blautia_vs_Amycolatopsis,0.9317601575717943
544,Blautia_vs_Anaerobium,0.9880250144706826
